id,巴西葡萄牙语
10017,"Sim, os críticos são a lei"
10018,"Não, os jogadores só vão jogar seus próprios mapas"
10019,"Nem sempre, todo mundo tem seu próprio gosto por mapas"
10020,Onde os mapas recomendados serão?
10021,Arcade
10022,Galeria - Zona em destaque
10023,Galeria mapas recomendado
10024,Qual visão de câmera é a melhor para mapas de jogos de plataforma 2D?
10025,Camera Terceira Pessoa
10026,Camera Primeira Pessoa
10027,Camera Lateral
10028,Qual das alternativas a seguir é a maneira mais rápida de encontrar novos mapas interessantes?
10029,Pesquisar por downloads
10030,Encontre na galeria
10031,Encontre através da área de recomendação e Parajudge de amigos
10032,Qual dos seguintes é o melhor tipo de mapas que vale a pena recomendar?
10033,Mapas complicados e sem graça
10034,Mapas sem um objetivo
10035,Mapas que podem trazer alegria aos jogadores
10036,Quais são os recursos dos mapas oficiais?
10037,Inspirador
10038,Único
10039,Ambos
10040,Como denunciar se você acha que um mapa é inadequado?
10041,Discuta na comunidade
10042,Dê uma nota baixa
10043,Toque no botão do relatório na área de classificação e informe o motivo
10044,Qual dos seguintes comentários merece um polegar para cima?
10045,Comentários sem sentido
10046,Comentários irrelevantes
10047,Comentários significativos que ajudam os outros a apreciar o mapa
10048,Que tipo de comentários o Mini Capitao prefere?
10049,Comente antes de jogar
10050,Uma estrela ou cinco estrelas sem motivo
10051,Comentários razoáveis ​​e adequados
10052,Qual das seguintes avaliações é mais profissional?
10053,"Muitas palavras, mas não adianta"
10054,Palavras sem sentido
10055,Comentários curtos e fáceis de entender
10056,"O sistema vai empurrar os mapas populares para os críticos, o que eles devem fazer com os mapas?"
10057,Cubra os olhos e fuja
10058,Favorito depois de jogar
10059,Publique comentários e compartilhe com outros jogadores
10060,"Como você deve escrever resenhas, se você não gosta de um mapa?"
10061,Repreender sem uma razão
10062,Postar comentários negativos
10063,Comente educadamente e escreva as razões. Fornecer feedback construtivo
10064,E se o seu comentário for eliminado?
10065,Faça de novo e escreva a mesma coisa
10066,Fique bravo e raiva sair
10067,Pense cuidadosamente sobre o motivo e melhore
10068,Qual dos seguintes comentários é o mais útil?
10069,"Oh, é tão bom, venha brincar!"
10070,Polegar para cima se você concordar comigo
10071,Compartilhe seus pensamentos e comentários sobre o mapa
10072,E se você vir um comentário rude?
10073,Também postar um comentário rude
10074,Coloque uma maldição sobre a pessoa
10075,Relatar e escrever o motivo
10076,Qual dos seguintes é comentário inadequado?
10077,"Tome cuidado ao jogar este mapa, existem muitas armadilhas aqui"
10078,Este é um bom mapa. Venha brincar!
10079,Aqueles que não jogam este mapa são todos nerds
10080,@Null@
10081,@Null@
10082,@Null@
10500,@Null@
10501,Denso
10502,Intensivo
10503,Muito
10504,Geomorfologia
10505,Altura do nível do mar é: 63
10506,Mínimo
10507,Máximo
10508,Já existiu
10509,Padrão restaurado
10510,Crédito
10511,Bom
10512,Ótimo
10513,Horrível
10514,Crédito do Autor
10515,Crédito pessoal
10516,#LInformação de crédito
10517,Por que você gostaria de denunciar
10518,Declaração de relatório
10519,Razão do Relatório
10520,#L#cfa7a0fAntes
10521,Hack
10522,Causador de Problemas
10523,Upload erótico
10524,Upload político
10525,Perfil erótico
10526,Perfil político
10527,Hack de arquivo
10528,Captura de tela do arquivo inoperante
10529,Título/descrição do arquivo inválido
10530,Roubar arquivos de outros jogadores
10531,Pornografia
10532,Conteúdo Políticas
10533,Conteúdo pago e descrição não são compatíveis
10534,Conteúdo pago e descrição não são compatíveis
10535,Denunciar
10536,Conteúdos políticos sensível
10537,"Por favor, não informe repetidamente"
10538,@Null@
10539,@Null@
10540,@Null@
10541,Acciones
10542,@Null@
10543,@Null@
10544,@Null@
10545,Este status tem conteúdo improprio. Invisível no momento.
10546,Insira novamente. Vamos manter um ambiente saudavel no jogo!
10547,"Este mapa tem conteúdo improprio, não pode fazer o download agora."
10548,"Mantenha o ambiente saudavel no jogo, falhou ao criar a sala."
10549,"Este mapa tem conteúdo improprio, não pode entrar na sala."
10550,Insultos ou assédio
10551,Incluindo publicidade
10552,Conteúdo sem sentido
10553,Relatório Mapa
10554,Selecione o motivo para o relatório
10555,Indique suas razões para relatar (12-200 letras)
10556,este arquivo
10557,este status
10558,este comentário
10559,"Este mapa foi reportado várias vezes, sob revisão, não é possível fazer o download"
10560,"Este mapa foi reportado várias vezes, sob revisão, não pode entrar na sala multi jogador"
10561,"Este mapa foi reportado várias vezes, sob revisão, não pode entrar no mapa"
10562,"Este mapa foi reportado várias vezes, sob revisão, não é possível abrir a sala multi jogador"
10563,"Este mapa foi relatado várias vezes em um curto período de tempo, atualmente sob revisão, não pode ser pesquisado"
10564,"Este mapa foi reportado várias vezes, sob revisão, não é possível compartilhar"
10565,"Este mapa foi reportado várias vezes, sob revisão, não pode verificar os comentários"
10566,@Null@
10567,"Este mapa foi reportado várias vezes, não pode criar sala multi jogador"
10568,"Esta sala multi-jogador foi reportada por conteúdo impróprio, não pode ser pesquisada"
10569,Sala Atual
10570,"Mapa sob revisão, falha na operação"
10571,Conteúdo Violento e Terror
10572,"Você foi denunciado muitas vezes, não pode abrir a sala multi jogador ate @1"
10573,Não é possível executar a operação nos comentários em revisão
10574,Não foi possível executar a operação no status sob revisão
10575,"Querido Jogador:
 De acordo com“#c0aaa1a Diga não ao conteúdo sujo#n”,você foi reportado várias vezes #cef2d2d@2#n in #cef2d2d@1#n, e foi verificado pelo sistema. Lamentamos informar que você será punido por #cef2d2d@3#n. Esperamos que você siga as regras e construa um ambiente de jogo saudável e justo. (Do Mini Capitao)"
10576,"Querido Jogador:
 Voce reportou #cef2d2d@1#n's comportamento #cef2d2d@3#n e #cef2d2d@2#n foi verificado pelo sistema. Punição de #cef2d2d@5#n foi imposto a este jogador. Obrigado por seguir “#c0aaa1a Diga não ao conteúdo sujo#n”e oferecer o seu apoio para construir um ambiente saudável e justo de jogo..(Do Mini Capitao)"
10577,"Você foi denunciado várias vezes recentemente, compartilhamento mapa foi desativado até @1"
10578,"Você foi denunciado várias vezes recentemente, compartilhamento mapa foi desativado permanentemente"
10579,"Você foi denunciado várias vezes recentemente, o upload da imagem foi desativado até @1"
10580,"Você foi denunciado várias vezes recentemente, o upload de imagens foi desativado permanentemente"
10581,"Você foi denunciado várias vezes recentemente, bate-papo em sala desativado até @1"
10582,"Você foi denunciado várias vezes recentemente, o bate-papo em sala foi desativado permanentemente"
10583,"Você foi denunciado várias vezes recentemente, o comentário do mapa foi desativado até @1"
10584,"Você foi denunciado várias vezes recentemente, o comentário do mapa foi desativado permanentemente"
10585,"Você foi denunciado várias vezes recentemente, status do post desativado até @1"
10586,"Você foi denunciado várias vezes recentemente, status do post desativado permanentemente"
10587,"Você foi denunciado várias vezes recentemente, status do comentário desativado até @1"
10588,"Você foi denunciado várias vezes recentemente, status do comentário foi desativado permanentemente"
10589,"Devido a várias violações recentes, todas as funções on-line no jogo estão desativadas até @1"
10590,"Devido a várias violações recentes, todas as funções on-line do jogo são desativadas permanentemente."
10591,Voce saiu compulsivamente
10592,"Você foi reportado várias vezes recentemente, não pode abrir a sala multi-jogador permanentemente"
10593,A conta foi congelada e não pode ser visualizada
10594,Arquivo
10595,Meu Perfil
10596,Sala MultiJogador
10597,Comentários no arquivo
10598,Status
10599,Comentários Status
10600,Compartilhamento mapa desativado até @1
10601,Compartilhamento mapa desativado permanente
10602,Imagens carregar desativadas até @1
10603,Imagens carregar desativado permanente
10604,Criação sala multijogador desativada até @1
10605,Criação sala multijogador desativada permanente
10606,Chat sala desativado até @1
10607,Chat sala desativada permanente
10608,Comentário Mapa desativado até @1
10609,Comentário Mapa desativado permanente
10610,Postagem status desativada até @1
10611,Postagem status desativada permanente
10612,Comentário status desativado até @1
10613,Comentário de status desativado permanente
10614,@Null@
10615,@Null@
10616,@Null@
10617,@Null@
10618,@Null@
10619,@Null@
10620,@Null@
10621,@Null@
10622,@Null@
10623,@Null@
10624,@Null@
10625,@Null@
10626,@Null@
10627,@Null@
10628,@Null@
10629,@Null@
10630,Apelar
10631,Descreva os motivos da reclamação
10632,Mais de 100 Caracteres
10633,"Apelação enviado. Em 90 dias, o resultado da revisão será divulgado."
10634,Apelação em Revisão
10635,"Revisão concluída. Devido ao conteúdo inapropriado ou ilegal, seu mapa foi julgado como uma infração. Observe as leis e regras da comunidade."
10636,Mais de 50 Caracteres
10637,Mais de 500 Caracteres
10638,"Este mapa conteria alguma infração, você não pode usar. Para reivindicar, clique no botão à direita acima."
10639,Mapa em revisão. Não é possível usar no multijogador agora.
10640,"Este mapa conteria alguma infração, não pode ser usado no multijogador agora."
10641,Você só pode criar a sala multijogador após fazer o carregamento do mapa
10642,Mapa privado não pode ser usado no modo multijogador. Apenas offline.
10643,@Null@
10644,@Null@
10645,@Null@
10646,Clique aqui para escrever
10647,"Querido aventureiro: A divulgação de informações ilegais, softwares sociais e compartilhamento de informações fraudulentas levará à proibição."
10648,Este mapa pode ter conteúdo sensível. Não é possível criar a sala multijogador
10649,Mapa atual não foi revisado. Faça o download do mapa revisado mais recente
10650,Mapa Estado Troca. Entre novamente
10651,Cancelar a revisão
10652,Cancelado 
10653,Cancelamento falhou. Verifique sua rede e tente novamente
10654,Tem certeza de que cancelou a revisão? #cef2d2d(Você precisa fazer fila novamente depois de cancelar a revisão)
10655,Revendo. Não pode cancelar
10656,Revendo
10657,Este mapa está sendo revisado. Não é possível entrar na sala multijogador
10658,Mapa atual expirou. Não é possível entrar na sala multijogador. Atualize para a versão mais recente.
10659,"Comentado com sucesso! Devido ao conteúdo arriscado deste mapa, ele não será exibido na Escolha de Conhecedores"
10660,@Null@
10700,Enganação
10701,Hacker
10702,Propaganda ilegal
10703,Intimidação/Assédio
10704,Valores errados
10705,Jogabilidade injusta
10706,Plágio
10720,@Null@
10721,@Null@
10722,@Null@
10723,@Null@
10724,@Null@
10725,@Null@
10726,@Null@
10727,@Null@
10800,@Null@
10801,Fale com a vaca
10802,"Caminhe até a vaca, ela lhe contará alguns segredos."
10803,Ok
10804,Ir.
10805,Ok
10806,O que?
10807,Sim.
10808,Finalmente você veio.
10809,Longa espera?
10810,Caçar galinha
10811,Me ajude a caçar uma galinha
10812,Deixe comigo
10813,Por que não fazer você mesmo?
10814,Procure o seu alvo
10815,Ok
10816,Me ver depois de caçar galinha
10817,Ok
10818,Agradável.
10819,…
10820,Recolha madeiras
10821,Eu quero 10 madeiras.
10822,Deixe comigo
10823,Tchau.
10824,Recolha algumas madeiras!
10825,Está bem.
10826,Onde estão as madeiras?
10827,Me dê mais tempo
10828,Onde estão as madeiras?
10829,Aqui.
10830,Ir.
10831,Está bem.
10832,Tarefa terminada?
10833,Ainda não.
10834,Tarefa terminada?
10835,Sim.
10836,Bem vindo ao Mini World!
11000,@Null@
11001,Nota de Aventura
11002,Progresso:
11003,Recompensas:
11004,Objeto de entrega
11005,Interação
11006,Enredo
11007,Configuracao do Enredo
11008,Lista de tarefas
11009,Entrega da Tarefa
11010,Diálogo
11011,Configuração de Interação
11012,Opções de função do gatilho
11013,"Diálogo Continuo: pule para o próximo diálogo
Redirecionar Diálogo: Ir para um diálogo específico
Terminar o Dialogo: saia da conversa
Aceitar Tarefa: aceitar uma tarefa"
11014,Continue Diálogo
11015,Redirecionar Diálogo
11016,Terminar Dialogo
11017,Aceitar Tarefa
11018,Editar o enredo original
11019,Criar Enredo
11020,Selecione o enredo para editar
11021,Padrão
11022,Categoria 2
11023,Categoria 3
11024,Escolha o modelo existente
11025,Editar enredo
11026,Nome do enredo
11027,Clique para editar
11028,Diálogo do enredo
11029,Alvo do gatilho
11030,Opção de interação criada automaticamente no destino
11031,Pre-Condições
11032,Hora de Inicio
11033,Hora de Termino
11034,Tarefa de pré-condição 1
11035,Tarefa de pré-condição 2
11036,Tarefa de pré-condição 3
11037,Selecionar item
11038,Obter o número
11039,Editar a informacao do enredo
11040,"Etapas de Configuração da Historia:
1. Configure o Nome/Icone/Diálogo da história;
2. Escolha o gatilho alvo;
3. Selecione o plug-in da historia no mapa;
4. Encontre o gatilho no mapa, clique com o botão direito para acionar a historia.
 
Info. das Opções:
Ícone: exibição da historia na biblioteca de plugins.
Pré-condições: Em que condições desencadear determinado uma historia.
Diálogo da historia: Clique para configurar o diálogo.
Gatilho: Selecione o alvo do gatilho como desejar, insira o mapa e encontre o alvo do gatilho, clique com o botão direito no alvo para ativar a historia.
Lista de Tarefas: Exibe todas as tarefas configuradas no enredo.
 
Nota: A tarefa só pode ser adicionada à função Disparo de Configurações de Resposta de Diálogo do Enredo

P.S.: O diálogo da historia só pode ser adicionado na função de gatilho das configurações do diálogo da historia.
#cfa7a0fGatilho parcial:#n Diferente da ferramenta de desenvolvedor, o gatilho parcial é apenas para o evento que é disparado por este evento de plug-in e fornece mais possibilidades para plug-ins.
 #cfa7a0fScript parcial: #nDiferente da ferramenta de desenvolvedor, o gatilho parcial é apenas para o evento que é disparado por este evento de plugin
PS: se este plug-in tiver usado os gatilhos ou scripts integrados, você pode clicar na mudança de nova versão no canto superior direito do gatilho parcial ou na barra de opções de script parcial para voltar aos antigos gatilhos e scripts integrados para edição, mas a versão antiga não suporta o novo conteúdo, por favor, entenda."
