id,韩语
9656,"#cfa7a0f 클라우드 서버 상태 : #n
온 상태와 오프 상태로 나뉩니다 (상태를 전환하려면 전환 버튼을 클릭합니다).
ON : 클라우드 서버가 정상적으로 실행되고 있으며, 플레이어는 (유지 관리 상태에 따라) 입력 할 수 있습니다.
오프 : 클라우드 서버는 실행을 중지하고 모든 선수는 참가할 수 없습니다. 클라우드 서버가 종료되면 다음 작업을 수행 할 수 있습니다. 아카이브 백업, 백업 복원 클라우드 서버 업그레이드 및 클라우드 서버를 재설정합니다.
#cfa7a0f 유지 관리 상태 : #n
정상 상태 및 유지 보수 상태로 나눌 수 있습니다 (유지 관리 상태는 클라우드 서버가 켜져있는 경우에만 조정할 수 있습니다).
보통 : 클라우드 서버는 외부에 공개되어 있으며, 자격을 갖춘 플레이어가 들어갈 수 있습니다 (조건은 기본 설정 암호, 친구가 들어가는 화이트리스트가 들어가는 블랙리스트도 참조하십시오).
유지 보수 : 클라우드 서버는 공개되지 않습니다. 이미 클라우드 서버에 참여하고있는 다른 플레이어는 클라우드 서비스 룸에서 쫓겨 있습니다. 서버 소유자와 슈퍼 관리자 만 클라우드 서버에 참가할 수 있습니다.
#cfa7a0f 클라우드 서버 공지 사항 : #n
서버 소유자와 슈퍼 관리자는 발표를 할 수 클라우드 서버는 하루에 3 개의 발표를 할 수 있습니다. 발표 후 모든 선수에게 즉시 통지됩니다. (  한 번만 프롬프트 의 체크를 해제하면 클라우드 서버에 들어갈 때마다이 공지가 팝업됩니다. 체크 한 후 발표 한 번만 표시됩니다 클라우드 서버에 들어갈 때 다시 메시지가 표시되지 않습니다 .)"
9657,#L 권리 설명 #n
9658,"#cfa7a0f 관리자의 작업 규칙 #n
서버 소유자는 자신과 모든 선수의 개인적인 게임 허가 및 클라우드 서버의 전체적인 게임 허가를 조정할 수 있습니다.
슈퍼 관리자는 자신과 다른 플레이어의 개인 게임의 권한 (슈퍼 관리자는 서버의 소유자와 관리자의 권한을 조정할 수 없습니다) 및 클라우드 서버 게임 전체의 권한을 조정할 수 있습니다.
다른 플레이어는 자신의 게임 허가 및 클라우드 서비스 게임 전체의 권한을 볼 수 있지만 조정할 수 없습니다.

#cfa7a0f 개별 게임 허가 및 게임 전체 허가 #n
선수 개인 게임 권한이 변경되지 않은 경우 (플레이어  게임 허용 버튼은 기본적으로 파란색), 플레이어는 클라우드 정장의 전체적인 게임 허가 스위치에 따릅니다.
선수 개인 게임 권한이 변경되면 (플레이어의 게임 허용 버튼이 노란색으로 바뀝니다) 선수는 개인적인 게임 권한 만 따라 클라우드 서버의 전체적인 게임 허가 제한과 효과의 영향 을받지 않습니다.

#cfa7a0f 선수의 개인적인 게임 허가를 변경되지 않은 상태로 되 돌리는 방법 #n
서버 소유자 또는 슈퍼 관리자 해당 플레이어의 게임 허용 옆에있는 복원 아이콘을 클릭합니다 -  권한에 대한 설명 선수 개인의 게임 권한은 변경되지 않은 상태로 복귀 (플레이어의 게임 허용 버튼은 파란색으로 돌아갑니다) 클라우드 게임 전체 권한의 전환에 따릅니다."
9659,이 플레이어의 개인 권한이 성공적으로 복원 된 게임 전체의 권한을 따르십시오
9660,게임 제한 (전체)
9661,"선수 개인 게임 권한이 변경되지 않은 경우 (플레이어  게임 허용 버튼은 기본적으로 파란색), 플레이어는 클라우드 서버의 전체적인 게임 제한 스위치에 따릅니다.
선수 개인 게임 권한이 변경되면 (이 플레이어의 게임 허용 버튼이 노란색으로 바뀝니다) 선수는 개인적인 게임 권한 만 따라 게임 전체 허가 제한과 클라우드 서버의 영향을받지 없습니다."
9662,벽돌을 깨는 (#c0aaa1a 온 #n)
9663,벽돌을 깨는 (#cef2d2d 오프 #n)
9664,블록을 넣어 (#c0aaa1a 온 #n)
9665,블록을 넣어 (#cef2d2d 오프 #n)
9666,소품을 들고 (#c0aaa1a온 #n)
9667,소품을 들고 (#cef2d2d 오프 #n)
9668,소품을 사용 (#c0aaa1a 온 #n)
9669,소품을 사용 (#cef2d2d 오프 #n)
9670,공격 플레이어 (#c0aaa1a 온 #n)
9671,공격 플레이어 (#cef2d2d 오프 #n)
9672,공격 생물 (#c0aaa1a 온 #n)
9673,공격 생물 (#cef2d2d 오프 #n)
9674,공격 생물
9675,기본 설정이 변경되었다. 저장 하시겠습니까?
9676,#cfa7a0f [@1] @2 #n은 @3 #cfa7a0f 룸에서 쫓아 냈다
9677,관리자가 항목을 비활성화했습니다
9678,#cfa7a0f 서버의 오너가 #n 클라우드 서버를 닫고 종료했습니다
9679,클라우드 서버가 닫히고 연결되지 않는다
9680,유료 업데이트
9681,총
9682,클라우드 서버를 업그레이드 할 다운 그레이드 할 수 없습니다
9683,업그레이드의 종류 또는 추가 비용을 계속 지불 기간을 선택하십시오
9684,룸 발언 금지는 모든 켜져 있고 메시지를 보낼 수 없습니다
9685,클라우드 서버는 오늘 공고의 최대 수에 도달
9686,@1에서 현재 클라우드 서버를 종료하도록 요청 받았습니다
9687,서버의 소유자
9688,발언 금지되었습니다
9689,발언 금지를 해제했다
9690,권한에 대한 설명
9691,아니 블랙리스트 없습니다
9692,#cffffff ------ ◆◆ ◇ ◆◆ ------#n#r#cfa7a0f [광고]@1 :#n#c5aea0a@2#n#r#cfa7a0f [@3]@4@5#n#r#cffffff ------ ◆◆ ◇ ◆◆ ------
9693,서버 @1 제목이 취소되었습니다
9694,@1 서버의 이 저장 현재의 지역을 커버합니다. (하지 클라우드 서버) #r #cef2d2d (당신은 취재 후 저장 지역을 잃게됩니다)
9695,서버 백업 만들기
9696,백업이 성공적으로 다운로드. 당신의 저장 또는 클라우드 서버를 해당를 확인합니다.
9697,검사
9698,"죄송합니다, 당신은 모든 서버가 없습니다."
9699,"플레이어는 블랙리스트에, 관리자로 설정할 수 없습니다"
9700,이 백업에서 : @1
9701,즐겨 찾기의 한계에 도달했습니다
9702,[@1] 백업을 사용하는 확인합니까? #r#r#cef2d2d저장 현재 충당하기 위해 (경고! 작업은 되돌릴 수)
9703,백업 수 (@1 /@2)
9704,클라우드 서버의 백업을 업로드
9705,로컬 아카이브 업로드를 선택하십시오
9706,당시
9707,백업을 업로드
9708,추가 실패
9709,확장
9710,소유자 :
9711,클라우드 서버에서 다운로드 된 로컬 백업이 가득합니다. 삭제하고 다시 다운로드하십시오
9712,맵 다운로드
9713,저장은 서버에서입니다 : @1
9714,게임 허가 (#c0aaa1a 자유 #n)
9715,게임 허가 (#c0aaa1a 게스트 #n)
9716,"#cfa7a0f 관리자의 작업 규칙 #n
서버 소유자는 자신과 모든 선수의 개인적인 게임 허가 및 클라우드 서버의 전체적인 게임 허가를 조정할 수 있습니다.
슈퍼 관리자는 자신과 다른 플레이어의 개인 게임의 권한 (슈퍼 관리자는 서버의 소유자와 관리자의 권한을 조정할 수 없습니다) 및 클라우드 서버 게임 전체의 권한을 조정할 수 있습니다.
다른 플레이어는 자신의 게임 허가 및 클라우드 서비스 게임 전체의 권한을 볼 수 있지만 조정할 수 없습니다.

#cfa7a0f 개별 게임 허가 및 게임 전체 허가 #n
선수 개인 게임 권한이 변경되지 않은 경우 (플레이어  게임 허용 버튼은 기본적으로 파란색), 플레이어는 클라우드 정장의 전체적인 게임 허가 스위치에 따릅니다.
선수 개인 게임 권한이 변경되면 (플레이어의 게임 허용 버튼이 노란색으로 바뀝니다) 선수는 개인적인 게임 권한 만 따라 클라우드 서버의 전체적인 게임 허가 제한과 효과의 영향 을받지 않습니다.

#cfa7a0f 선수의 개인적인 게임 허가를 변경되지 않은 상태로 되 돌리는 방법 #n
방 주인 서버 소유자 또는 슈퍼 관리자 해당 플레이어의 게임 허용 옆에있는 복원 아이콘을 클릭합니다 -  권한에 대한 설명 선수 개인의 게임 권한은 변경되지 않은 상태로 복귀 (플레이어의 게임 허용 버튼은 파란색으로 돌아갑니다) 클라우드 게임 전체 권한의 전환에 따릅니다."
9717,권한 신청
9718,귀하의 권한을 사용할 수 없습니다 : @1
9719,귀하의 권한은 사용할 수 있습니다 : @1
9720,귀하의 허락 : @1 사용할 수 없습니다. 허가 호스트에게 문의하시기 바랍니다
9721,음성 권한 떨어져십시오
9722,음성 권한 해제
9723,차폐 듣기
9724,메시지 차폐
9725,게임의 권한 : @1은 비활성화되어 있습니다
9726,"1 블랙리스트를 추가 
2지형 파괴 권한을 변경 
3 위험물 권한을 변경 
4 팀 권한을 변경 
5 상호 손해 권한을 변경 
6 룸 음성을 ON/OFF하는 기능 
7 플레이어의 발언을 금지 
8 플레이어를 방에서 쫓아 
9 공지 사항의 변경 
10 마이크의 온/오프 
11 스피커 켜기/끄기
12룸에 초대"
9727,"1 블랙리스트를 추가 
2 팀 권한을 변경 
3 상호 손해 권한을 변경 
4 룸 음성을 ON/OFF하는 기능 
5 플레이어의 발언 금지 
6 플레이어를 방에서 쫓아 
7 마이크 On/Off 
8 스피커 켜기/끄기 
9 룸에 초대"
9728,미니 클라우드 알림
9729,업그레이드
9730,업그레이드 확인
9731,최근 서버 #1c0aaa1a@#1n (현재 버전@2@3#n)
9732,자동 업그레이드
9733,선택한 서버를 업데이트?
9734,#cef2d2dNotice : 귀하의 게임 버전이 너무 낮습니다. 최신 버전으로 업데이트 서버를 입력하십시오.#n
9735,"자동 업데이트 : 새로운 버전이 출시 된 후, 서버 버전을 업데이트 할 공식이 (특정 시간이 업데이트의 일에 통보를받을 것)"
9736,최신 버전이다
9737,다시 시작
9738,"클라우드 서버를 다시 시작하면 모든 플레이어가 쫓겨 있습니다.
현재이 클라우드 서버에서 플레이하고있는 플레이어는 #cef2d2d @1 #n 이름이 있습니다."
9739,주의! #cfa7a0f 서버는 곧 종료 #n
9740,주의! #cfa7a0f 서버를 다시 시작하려고합니다 #n
9741,주의! #cfa7a0f 서버를 다시 시작하고 버전을 업그레이드하려고합니다 #n
9742,#cef2d2d @1 #n 플레이어는 5 분 내에 채팅 금지됩니다
9743,@1가 당신의 게임 권한을 복원했습니다
9744,@1은 스팸이 자동으로 금지되는 것을 설정 (@2 @3 #n)
9745,호스트
9746,현재 모든 게임 권한이 있습니다
9747,@1 초 후에 닫기
9748,@1 초 후에 다시 시작
9749,서버가 종료됩니다. 새로 고침 후 다시 시도하십시오
9750,서버 상태 :
9751,연
9752,폐쇄 중
9753,폐쇄
9754,인원수 :
9755,남은 시간 :
9756,작성 시간 :
9757,#L 상태 설정
9758,클라우드 서버 업그레이드 설명
9759,"1. 만료되지 않은만 폐쇄 낮은 수준의 서버를 업데이트 할 수 있습니다.
2. 서버가 종료되지 않은 경우 업데이트하기 전에 가까운 다음 서버를 서버 설정-상태로 이동하시기 바랍니다.
3. 서버가 만료 된 경우 갱신 후 업데이트하십시오.
4. 서버는 업데이트 만 되돌릴 수는 없습니다."
9760,데이터 가져 오기에 실패했습니다. 최대 인원을 초과했다.
9761,"@1 클라우드 서버의 버전이 업그레이드되었습니다.
바로여시겠습니까?
"
9762,@1 클라우드 서버가 열렸습니다
9763,선택한 클라우드 서버에 가져올 데이터가 없습니다. 확인하고 다시 시도해주세요
9764,클라우드 서버 부팅시. 잠시 후 다시 시도하세요
9765,가져 오기 실패! 가져온 블랙리스트가 화이트리스트 또는 관리자와 모순 있기 때문에.
9766,가져 오기 실패! 가져온 목록은 블랙리스트와 일치하고 있기 때문에.
9767,서버 업데이트
9768,클라우드 서버 백업의 수가 상한이다. 하나를 삭제하고 백업하십시오
9769,자동으로 비용을 지불하는 것을 취소 하시겠습니까?
9770,링크 공유
9771,링크를 복사했다. 공유하십시오
9772,업데이트가 필요하는 서버를 선택하세요
9773,서버의 수는 상한에 도달했습니다. 적용 및 구매 할 수 없습니다
9774,@Null@
9775,클라우드 서버 보고서
9776,스쿠쇼 업로드
9777,스쿠쇼 성공
9778,고칠 생각
9779,호소하고있다
9780,"불법 서버는 #cDA5B0A 보류 수정#n 상태로 변경됩니다.
보류중인 상태에서, 당신은지도와 서버의 정보를 수정할 수 있습니다. 어떤 위반 내용이없는 것을 확인한 후, 당신은 이의 신청을 할 수 있으며, 이의 신청이 통과 될 때까지 위반 상태는 제거되지 않습니다."
9781,이의를 제기 할
9782,"1. 이의를 제기하기 전에 서버 맵의 확인없이 불법 콘텐츠를 확인하시기 바랍니다. 그리고 #의 L 번호 cDA5B0AContent 지침 번호를 읽을 수 없음을주의 깊게
2. 당신이 당신의 이의를 제기 한 후가 통과 할 때까지 기다려주십시오.
3. 이의 신청이 승인되지 않으면이 상태로 돌아갑니다 수정할 수 있습니다."
9783,"공지 사항 : 서버가 여러 번 위반으로보고 된 경우, 더 이상 계정에 서버를 제공하지 않을 수 있습니다. 사건이 심각한 경우, 계정이 차단됩니다."
9784,"발표하기 전에 ""콘텐츠 게시""를 읽어보십시오"
9785,당신이 호소하는 서버의 나머지 시간은 5 일 이상이어야한다
9786,매력 동안 서버에서 모든 작업을 수행하는 것은 불가능합니다. 참을성 결과를 기다려주십시오
9787,당신은 불법 서버를 열 수 없습니다
9788,규칙 위반으로보고 된 위해 기능을 @1 일 비활성화되었습니다
9789,채팅은 규칙 위반으로보고 된 위해 기능을 @1 일 비활성화되었습니다
9790,이름과 서버의 도입이 승인 된 후에는 볼 수
9791,오늘의 변경의 수를 제한했다
9792,제출하기 전에 이의 신청의 이유를 기입하십시오
9793,제출하기 전에 내용 발표 통지」를 읽고 이의 신청의 이유를 기입 한 후 고소합니다.
9794,제기의 이유를 입력하십시오 (6~30 문자)
9795,호소했다
9796,무엇을보고 싶습니까
9797,플레이어
9798,플레이어의 목소리
9799,제출 실패
9800,"이 맵 경로가 만료하고, 방에 들어갈 수 없습니다!"
9801,서버 이름 및 도입 검토를 통과하지 않은
9802,채팅이 규칙 위반으로보고 되었기 때문에이 기능을 완전히 비활성화되어 있습니다
9803,"서버가 위반으로보고되기 때문에,이 함수는 영구적으로 사용할 수 없습니다"
9804,보고서
9805,이름과 서버의 도입은 승인 후 수정할 수 있습니다.
9806,서버 발표는 여러번보고되었다. 지금은 편집 할 수 없습니다. 검토 결과를 기다려주십시오
9807,이지도는 규칙을 위반하는 의심이 클라우드 서버를 열 수 없다
9808,"이지도는 이차 작성 맵이며, 클라우드 서버를 열 수 없습니다"
9809,여러 서버 생성
9810,일괄 처리
9811,모든 서버
9812,로드
9813,를지도하지
9814,만료
9815,확인 실행
9816,작업을 선택하십시오
9817,열기 서버
9818,닫기 서버
9819,리셋 서버
9820,업데이트 서버
9821,업로드지도
9822,일괄 처리를 위해 서버를 선택하세요
9823,열 수 수있는 서버가 없습니다
9824,폐쇄 할 수있는 서버가 없습니다
9825,#cfff000@1#n개의 서버를 폐쇄하고 서버를 폐쇄하면 모든 플레이어가 퇴장됩니다!
9826,어떤 서버는 다시 없습니다
9827,"#cfff000@1#n 서버를 재설정합니다. 서버 재설정은 #cfff000Irreversible#n이며 현재 저장된 모든 파일, 서버 설정 및 기타 정보를 지울 것이므로 주의하십시오!"
