id,英文
9676,#cfa7a0f【@1】@2#n kicks out @3#cfa7a0f of the room.
9677,Administrator has banned the item.
9678,#cfa7a0fOwner#n closed the server.  Network disconnected.
9679,Server closed. Network disconnected.
9680,Renew 
9681,Total
9682,"Sorry, the Server can not degrade"
9683,Select upgrade type or renewal plan
9684,Whole room chat banned(On): Cannot send messages 
9685,"Sorry, the server reaches the limit for notices."
9686,You have been moved out of the server by @1
9687,Server Owner
9688,You have been banned chat.
9689,You are enabled to send the message.
9690,Description of permissions
9691,No black list
9692,#cffffff——————◆◆ ◇ ◆◆——————#n#r#cfa7a0f【News】@1：#n#c5aea0a@2#n#r#cfa7a0f【@3】@4@5#n#r#cffffff——————◆◆ ◇ ◆◆——————
9693,Your title @1 in server has been cancelled
9694,@1 of server will cover your current local save.(Not cloud server)#r#cef2d2d(You will lose your local save after covering)
9695,Create server backup
9696,Backup downloaded successfully. Check it in your Save or corresponding cloud server.
9697,Check
9698,"Sorry, you do not have any server."
9699,"The player is on the blacklist, cannot be set as Admin"
9700,This Backup from: @1
9701,The limit of favorites has been reached
9702,Do you confirm to use Backup [@1] to cover the current save?#r#r#cef2d2d (Warning! The operation is irreversible)
9703,Backup Capacity(@1/@2)
9704,Upload to server Backup
9705,Please select local save to upload
9706,Current
9707,Uploaded Successfully
9708,Added failed
9709,Expansion
9710,Owner:
9711,"Sorry, the backup is full,Please delete and try again."
9712,Download
9713,The Save is from server: @1
9714,Game Permissions(#c0aaa1a Free#n)
9715,Game Permissions(#c0aaa1a Guest#n)
9716,"#cfa7a0f Administrator operation rules #n
The owner can set all players individual permissions and whole game permissions(All) of the Room.
Administrator(Super) can set all players' individual permissions and whole game permissions(All) of the room except for server owner and other Administrators.
Other players can view their individual game permissions and whole game permissions(All), but cannot adjust them.
#cfa7a0f Individual Game Permissions and Game Permissions(All) #n
When the players game permissions are not changed (the player's game permissions button is blue), the player will use the game permissions(All). 
When the players game permissions are changed (the player's game permissions button turns yellow), the player will use individual game permissions and is not affected by the game permissions(All).
#cfa7a0f How to restore a players individual game permissions #n
Room owner click the restore icon next to the player's game permissions.  The players [Game Permissions] button returns to blue from yellow), and the player will use Game Permissions(All)."
9717,Apply for Permissions
9718,Your permission is disabled: @1
9719,Your permission is enabled: @1
9720,Your permission: @1 is disabled. Please ask the host for permission
9721,Turn off Voice Permission
9722,Voice Permission off
9723,Listening Shielded
9724,Message Shielded
9725,Your game permission: @1 has been banned
9726,"1. Add Blacklist
2. Kick out player of the server
3. Set permissions(all and private)
4. Set banned item
5. Set team
6. Edit Notice
7. Ban Chat
8. Turn On/Off the Voice Chatting 
9. Turn On/Off Micphone
10. Turn On/Off Speaker"
9727,"1. Add Blacklist
2. Kick out player of the server
3. Set team
4. Ban Chat
5. Turn On/Off the Voice Chatting 
6. Turn On/Off Micphone
7. Turn On/Off Speaker"
9728,Mini Cloud Notification
9729,Update
9730,Confirm to update
9731,Latest server #c0aaa1a@1#n     (Current version@2@3#n)
9732,Auto Update
9733,Update the selected server?
9734,#cef2d2dNotice: Your game version is too low. Please update to the latest version to enter server.#n
9735,"Auto Update: After the new version is released, the official will update the server version(The specific time will be notified on the day of update)"
9736,It's the latest version
9737,Reboot
9738,"If you reboot the server, all players will be kicked out! Now #cef2d2d@1#n players are in this server "
9739,Notice!#cfa7a0fserver is about to shut down#n
9740,Notice!#cfa7a0fserver is about to reboot#n
9741,Notice!#cfa7a0fserver is about to reboot and upgrade#n
9742,#cef2d2d@1#n Player is banned chat for 5 minutes
9743,@1 gives your permission back
9744,@1 sets that spam will be automatically banned(@2@3#n)
9745,Host
9746,You have all game permissions now
9747,Close after @1 seconds
9748,Reboot after @1 seconds
9749,Server is closing. Please retry after refreshing
9750,Server Status:
9751,Open
9752,Closing
9753,Close
9754,The members of server:
9755,Remaining time of server:
9756,Creating time of server:
9757,#LStatus Setting
9758,Description of server Update
9759,"1. Only closed low-level server that has not expired can be updated.
2. If the server is not closed, please go to server Setting-Status, and then close the server before updating.
3. If server has expired, please update after renewing.
4. The server can only be updated but not reverted. "
9760,"Failed to import data, exceeding the maximum number of people"
9761,"@1 server updated!
Open server now?"
9762,@1 server opened successfully
9763,No data to import in selected server. Please confirm and try again
9764,Server starting. Please try again later
9765,Import failed. The imported blacklist conflicts with the white list or administrator
9766,Import failed. The imported list conflicts with the existing blacklist.
9767,Update server
9768,"The backup saves are full, please delete some "
9769,Are you sure to cancel the renew?
9770,Share link
9771,"Link copied successfully, please share"
9772,Please select the server that needs to be updated
9773,The number of server has reached the upper limit. Cannot apply and purchase 
9774,@Null@
9775,Server Report
9776,Upload Screenshot
9777,The screenshot was taken successfully.
9778,To be modified
9779,Appealing
9780,"The illegal server will be changed to #cDA5B0A Pending Modification#n status.
In the pending state, you can modify the map and information of the server. After confirming that there is no violation content, you can submit an appeal, and the violation status will not be removed until the appeal is passed. "
9781,Appeal
9782,"1. Before you appeal, please make sure no illegal content in server maps. And read the #L#cDA5B0AContent Instructions#n carefully
2. After you submit your appeal, please wait until it passes.
3. If the appeal is not approved, it will be returned to the status to be modified."
9783,"Notice: If your server has been reported for violation for many times, it may no longer provide server for your account. If the case is serious, your account will be blocked."
9784,"Please read ""Content Instruction"" first"
9785,"The remaining time of the server, which you appeal for, should be more than 5 days"
9786,It is impossible to do any operation on server during the appeal. Please wait for the result patiently
9787,You can't open the illegal server
9788,The announcement has been reported illegal. The function is banned for @1 days
9789,Your chat has been reported illegal. The function is banned for @1 days
9790,It will be visible after the name and introduction of server are approved
9791,The number of modification has reached the upper limit
9792,Please fill in the reasons for appeal before submitting
9793,"Please read the ""Content Instruction"" carefully and fill in the reasons for appeal before submitting"
9794,Please enter your reason for appeal (12-60 characters)
9795,Appeal submitted successfully
9796,What do you want to report?
9797,Player
9798,Player Voice
9799,Submission failed
9800,The current pass expires. Can't enter the room!
9801,Server name and introduction haven't passed the review
9802,"Because your chat is reported as a violation, the function is permanently disabled"
9803,"Because your server is reported as a violation, the function is permanently disabled"
9804,Report
9805,The name and introduction of the server can only be modified after approval.
9806,The server announcement has been reported so many times. Can't edit now. Please wait for the review result
9807,Illegal map. Can't open the server.
9808,This map is of secondary creation. You can't create the server.
9809,Multiple server creation
9810,Batch processing
9811,All servers
9812,Loading
9813,No map
9814,Expired
9815,Confirm execution
9816,Please choose an operation
9817,Open server
9818,Close server
9819,Reset server
9820,Update server
9821,Upload map
9822,Please select the server for batch processing
9823,There is no server that can be opened
9824,There is no server that can be closed
9825,"Closing down #cfff000@1#n servers, closing servers will result in all players being kicked out!"
9826,No server to reset
9827,"Reset #cfff000@1#n servers. Server reset is #cfff000Irreversible#n and will clear all current saved files, server settings and other information, please be cautious!"
9828,There is no available server for uploading maps
9829,No server to update
9830,Please select batch processing type
9831,Server is opened
9832,Server is closed
9833,Server has been reset
9834,Server has been updated
9835,Server batch management
9836,#c3D4546 Total number of servers: #n#c01C210@1#n#c3D4546 is open: #n#c01C210@2#n#c3D4546 is closed: #n#c01C210@3#n#c3D4546 has expired: #n#c01C210@4#n
9837,#c3D4546 Selected #n#cFF723A@1#n #c3D4546servers
9838,Close and update
9839,A total of #cFF0000@1#n servers updated (the latest version@2)
9840,"You need to close the servers during update. #cFF0000Closing servers will kick out all players!#n After the update is complete, the server will be turned on automatically."
9841,Please select the server type before operating
9842,Please go to the relevant page to renew before operating
9843,Unselect all
9844,"Cloud server failed to start, please try again later (@1)"
9845,Cloud server room owner
9846,"The map has suspected violations, the system will close the room within @1s"
9847,"The room has suspected violations, the system will close the room within @1s"
9848,Return to the lobby
9900,@Null@
9901,@Null@
9902,@Null@
9903,@Null@
9904,@Null@
9905,@Null@
9906,@Null@
9907,@Null@
9908,@Null@
9909,@Null@
9910,@Null@
9911,@Null@
9912,Activation code redeemed successfully
9913,Operating too frequently. Please try again later
9914,The activation code has been used
9915,Error times have reached an upper limit. Please try tomorrow
9916,The activation code doesn't exist
9917,Redeem failed. Please try again later
9918,This code is still ineffective now
9919,Please update to the latest version
9920,Redeem times have reached an upper limit. Please try tomorrow
9921,Activation codes of this batch have reached an upper limit
9922,Please scan the code on client-side to enter
9923,Activate failed. Please contact customer service
9924,Server error. Please try again
