id,土耳其语
4889,"Oda sahibi odayı yeniden açıyor, lütfen bekleyin."
4890,Not: #c0aaa1a Mini Fasulyeler #n bahçe içerisinde meyveleri koparmak için kullanılır ve bu sayede bonus elde edilir ve toplanan eşyalarını kilidi açılır.
4891,Hesaba eklendi
4892,Kilidi başarıyla açtı
4893,Parçası yetersiz
4894,"Uzun menzilli savunma: @1, alınan uzun menzilli hasarı %2 oranında azaltır"
4895,"Uzun menzilli savunma: @1, alınan uzun menzilli hasarı %2 oranında azaltır"
4896,Bilinmeyen
4897,Mevcut perspektif kilitli
4898,Mini kaptan sizler için küçük bir teşvik ödülü hazırladı.
4899,Sürüm çok düşük
4900,Oyunu başlat
4901,İndirmeyi iptal et
4902,#cef2d2dÇok fazla oyuncu var.#n İndirme başlamadan önce lütfen bekleyin(@1s)
4903,Galeri Durumu (@1@2#n)
4904,Müsait
4905,Meşgul
4906,Dolu
4907,"Telif hakkı sahibi: Shenzhen Miniplay Technology Co., Ltd.\nYazılım Sertifika Numarası: 2015SR177175\nKayıt Numarası: Wenwangyou Bizi [2016] M-CSG1984 Numarası\nYayıncılık Hizmet Birimi: Beijing Sanat ve Bilim Elektronik Yayınevi\nYayın Onay numarası: Xinguang Jushen [ 2016] No. 2549, Xinguang Jushen [2017] No. 801\nYayın Numarası (ISBN): ISBN 978-7-7979-2189-3\nSağlıklı Oyun Tavsiyesi: Kötü Oyunlara Karşı Diren, korsan oyunları reddetme. Kendinizi korumaya özen gösterin ve aldatılmaktan sakının. Orta düzeyde oyun, oyun içeceklerine bağımlı olan beyne fayda sağlar. Zamanı makul bir şekilde ayarlayın ve sağlıklı bir hayatın tadını çıkarın."
4908,Girilen aktivasyon kodu doğru değil. Lütfen kontrol edin.
4909,Aktivasyon kodu mevcut platform için geçerli değil. Lütfen hediye paketi notlarınıkontrol edin.
4910,Aktivasyon kodu mevcut sürüm için geçerli değil. Lütfen hediye paketi notlarınıkontrol edin.
4911,Bu tür bir hediye paketini zaten aldınız ve tekrar talep edemezsiniz.
4912,Aktivasyon kodunun süresi doldu ve talep edilemez.
4913,Hediye paketinin süresi doldu ve talep edilemez.
4914,Bugün alınan paket sayısı üst sınıra ulaştı.
4915,Alınan hediye paketi sayısı üst sınıra ulaştı.
4916,Bugün alınan paket sayısı üst sınıra ulaştı.
4917,Alınan hediye paketi sayısı üst sınıra ulaştı.
4918,"Bu hediye paketi mevcut platform için geçerli değildir, lütfen hediye paketi açıklamasını kontrol etmek için toplama noktasına gidin."
4919,"Bu hediye paketi mevcut sürüm için geçerli değildir,  hediye paketi ile ilgili açıklamayı kontrol etmek için lütfen toplama noktasına gidin."
4920,"Bu tür bir hediye paketini bugün tekrar talep edemezsiniz, lütfen yarın tekrar deneyin"
4921,Bu tür bir hediye paketini tekrar talep edemezsiniz
4922,"Bu tür bir hediye paketini bugün tekrar talep edemezsiniz, lütfen yarın tekrar deneyin"
4923,Bu tür bir hediye paketini tekrar talep edemezsiniz
4924,Aktivasyon kodu yanlış
4925,Bu aktivasyon kodu başka bir kullanıcı tarafından kullanıldı. Lütfen yeni bir kod gir
4926,Farklı platformlar nedeniyle kullanılamıyor
4927,Alınan hediye paketi sayısı üst sınıra ulaştı.
4928,Mini Kaptan’ın yardımıyla bu maceraya #c0aaa1aödeme yapmadan#n devam edebilirsin!
4929,"Ama mini kaptan sana küçük bir hediye hazırladı, gel ve rahatla!"
4930,Küçük bir hediye alın
4931,Yenile
4932,Ücretsiz yenile
4933,Ücretsiz al
4934,Ağ ortamı onayı
4935,Cep telefonunuz şu anda bir mobil ağda. Reklamları izlemek trafiği tüketecek. İzlemeye devam etmek istediğinizden emin misiniz?
4936,Hemen gerçekleştir
4937,Bir defa
4938,1: Temel ayarlar
4939,Hareket\n #cFFFFFFİleri#n
4940,#cFFFFFFFareyi kaydır#n
4941,Sol
4942,Sağ
4943,Geri
4944,(Sol fare) Saldırı/yok etme
4945,(Sağ fare) Yerleştirme
4946,Görünüm açısı\n Döndür
4947,Görünüm açısı\n Döndür
4948,2: Gelişmiş ayarlar
4949,(B) Sırt çantasını açacak
4950,1-8 kısayol
4951,(Sol fare) Eşya seç
4952,(Sağ fare) Eşya kullan
4953,3: Diğer ayarlar
4954,sayfayı çevirmek için
4955,Yardım için F3 tuşuna bas
4956,Atlamak için Esc tuşuna bas
4957,Devam etmek için boşluk çubuğuna tıkla
4958,Anahtar konumu kontrolü (varsayılan)
4959,"#c1affda [~] #cbdefe7 Hedef ve fare arasında geçiş yapma
#c1affda [Fare sol tuşu] #cbdefe7 Saldır/Yoket
#c1affda [Fare sağ tuşu] #cbdefe7 NPC ile Yerleştirme/Konuşma
#c1affda [Fare tekerleği] #cbdefe7 Eşyaları yuvalar arasından seçin
#c1affda [Mouse] #cbdefe7 Görünüm açısını hareket ettirme
#c1affda [W A S D] #cbdefe7 İleri Sola Geri Sağa
#cfae52f [L-Shift] #cefe2bd Sinsice ilerleme, sökme, iniş
#cfae52f [Space] #cefe2bd Atlama, Yukarı (Uçma, yüzme)
#cfae52f [Çift Boşluk] #cefe2bd Uçma (Oluşturma modu)"
4960,Beğendiğiniz bir karakter seçin
4961,Devam etmek için tıklayın
4962,Boşluk tuşuna tıkla
4963,Atla
4964,Yeni görev
4965,Paylaşıldı
4966,"#cfae52f[1~8]#cefe2bd 1-8 arasıhızlıyuva 
#cfae52f[L-Ctrl]#cefe2bd Koşma 
#cfae52f[B]#cefe2bd Çanta aç/kapat 
#cfae52f[G]#cefe2bd Nesne fırlatma 
#cf1cfff[ESC]#n Ayarlar aç/kapat 
#cf1cfff[Tab]#n Arkadaş Listesi 
#cf1cfff[J]#n Özel mod kuralları 
#cf1cfff[V]#n Çanta düzenleme 
#cf1cfff[F1]#n Yardım"
4967,"#cf1cfff[F2]#n Başlangıç/Bitiş Kaydı
 #cf1cfff[F5]#n Görünümü değiştir
 #cf1cfff[F9]#n Kullanıcı Arayüzü Gizle
 #cf1cfff[F10]#n Ekran görüntüsü
 #cf1cfff[F11]#n Tam ekran
 #cf1cfff[C]#n Durumu kontrol et
 #cf1cfff[Enter]#n Sohbet
 #cf1cfff[R]#n Tekrar yükle
 #cf1cfff[H]#n Hayvanını çağır"
4968,"#cf1cfff [M] #n Harita
#cf1cfff [L] #n Başarı
#cf1cfff [I] #n Depo
#cf1cfff [O] #n Elbise
#cf1cfff [P] #n Market
#cf1cfff [[] #n Ses
#cf1cfff [F] #n Arkadaş
#cf1cfff[X]#nHareketler
#cf1cfff [Y] #n Kaynak Kütüphanesi"
4969,"Oyun haritası çıktıktan sonra sıfırlanır, tüm izinler geçersizdir"
4970,Daha
4971,Mini Atölyede çok yakında #r#c0aaa1a (Mini Atölyede çok eğlenceli haritalar var) #n
4972,Reklam oynatılamadı ve ödül alamadı
4973,Reklam yapılandırması hatadır
4974,Meyve olgunlaşma süresi kısalır@1
4975,d
4976,s
4977,Reklam henüz hazır değil
4978,Serbest mod tespit edildi. Zarar görmesini önlemek için arşivi #c0aaa1a yedeklemenizi öneririz. Yedekleyerek oda oluşturmak istiyor musun?
4979,Hızlan
4980,Reklamlar henüz hazır değil
4981,İzin talep et
4982,Oda sahibi isteğinizi aldı. Lütfen daha sonra tekrar dene
4983,İsteğin onaylandı.
4984,İsteğin reddedildi.
4985,Belki Oda sahibi telefonda ya da bir şey olduğunu lütfen
4986,@Null@
4987,@Null@
4988,@Null@
4989,@Null@
4990,@Null@
4991,@Null@
4992,@Null@
4993,@Null@
4994,Reddet
4995,Kabul et
4996,İzin talep et
4997,#RZiyaretçi
4998,Ücretsiz
4999,Giriş:
5000,Platform değiştirme yapılamıyor. #c0aaa1a@1#n bölümüne gidin ve oyunumuzu indirin.
5001,@Null@
5002,@Null@
5003,@Null@
5004,@Null@
5005,@Null@
5006,@Null@
5007,@Null@
5008,@Null@
5009,@Null@
5010,@Null@
5011,@Null@
5012,@Null@
5013,@Null@
5014,@Null@
5015,@Null@
5016,@Null@
5017,@Null@
5018,@Null@
5019,@Null@
5020,@Null@
5021,@Null@
5022,@Null@
5023,@Null@
5024,@Null@
5025,@Null@
5026,@Null@
5027,@Null@
5028,@Null@
5029,@Null@
5030,@Null@
5031,@Null@
5032,@Null@
5033,@Null@
5034,@Null@
5035,@Null@
5036,@Null@
5037,@Null@
5038,@Null@
5039,@Null@
5040,@Null@
5041,@Null@
5042,@Null@
5043,Google
5044,@Null@
5045,@Null@
5046,@Null@
5047,@Null@
5048,@Null@
5049,@Null@
5050,@Null@
5051,@Null@
5052,@Null@
5053,@Null@
5054,@Null@
5055,@Null@
5056,@Null@
5057,@Null@
5058,@Null@
5059,@Null@
5060,@Null@
5061,@Null@
5062,@Null@
5063,@Null@
5064,@Null@
5065,@Null@
5066,@Null@
5067,@Null@
5068,@Null@
5069,@Null@
5070,@Null@
5071,@Null@
5072,@Null@
5073,@Null@
5074,@Null@
5075,@Null@
5076,@Null@
5077,@Null@
5078,@Null@
5079,@Null@
5080,@Null@
5081,@Null@
5082,@Null@
5083,@Null@
5084,@Null@
5085,@Null@
5086,@Null@
5087,@Null@
5088,@Null@
5089,@Null@
5090,@Null@
5091,@Null@
5092,@Null@
5093,@Null@
5094,@Null@
5095,@Null@
5096,@Null@
5097,@Null@
5098,@Null@
5099,@Null@
5100,@Null@
5101,@Null@
5102,@Null@
5103,@Null@
5104,@Null@
5105,@Null@
5106,@Null@
5107,@Null@
5108,@Null@
5109,@Null@
5110,@Null@
5111,@Null@
5112,@Null@
5113,@Null@
5114,@Null@
5115,@Null@
5116,@Null@
5117,@Null@
5118,@Null@
5119,@Null@
5120,@Null@
5121,@Null@
5122,@Null@
5123,@Null@
5124,@Null@
5125,@Null@
5126,@Null@
5127,@Null@
5128,@Null@
5129,@Null@
5130,@Null@
5131,@Null@
5132,@Null@
5133,@Null@
5134,@Null@
5135,@Null@
5136,@Null@
5137,@Null@
5138,@Null@
5139,@Null@
5140,@Null@
5141,@Null@
5142,@Null@
5143,@Null@
5144,@Null@
5145,@Null@
5146,@Null@
5147,@Null@
5148,@Null@
5149,@Null@
5150,@Null@
5151,@Null@
5152,@Null@
5153,@Null@
5154,@Null@
5155,@Null@
5156,@Null@
5157,@Null@
5158,@Null@
5159,@Null@
5160,@Null@
5161,@Null@
5162,@Null@
5163,@Null@
5164,@Null@
5165,@Null@
5166,@Null@
5167,@Null@
5168,@Null@
5169,@Null@
5170,@Null@
5171,@Null@
5172,@Null@
5173,@Null@
5174,@Null@
5175,@Null@
5176,@Null@
5177,@Null@
5178,@Null@
5179,@Null@
5180,@Null@
5181,@Null@
5182,@Null@
5183,@Null@
5184,@Null@
5185,@Null@
5186,@Null@
5187,@Null@
5188,@Null@
5189,@Null@
5190,@Null@
5191,@Null@
5192,@Null@
5193,@Null@
5194,@Null@
5195,@Null@
5196,@Null@
5197,@Null@
5198,@Null@
5199,@Null@
5200,@Null@
5201,Arama yap
5202,Devam et
5203,(E-postanı gir)
5204,@Null@
5205,@Null@
5206,@Null@
5207,@Null@
5208,@Null@
5209,@Null@
5210,@Null@
5211,@Null@
5212,@Null@
5213,@Null@
5214,@Null@
5215,@Null@
5216,@Null@
5217,@Null@
5218,@Null@
5219,@Null@
5220,@Null@
5221,@Null@
5222,@Null@
5223,@Null@
5224,Önceki sayfa(←)
5225,(→)Sonraki sayfa
5226,@1 metreden daha kısa bir mesafe var
5227,@1 metreden daha uzun bir mesafe var
5228,arkadaş sayısı dolu
5229,İstekleri limite ulaştı
5230,@Null@
5231,@Null@
5232,@Null@
5233,@Null@
5234,@Null@
5235,@Null@
5236,Gösteriş yap
5237,"Kilidi açılmış eşyalar, vatanın meyvelerinden elde edilebilir. (Uygun eğlence ve akılcı tüketim)"
5238,Gölge
5239,Su yansıması
5240,Etkili olması için arşive yeniden girin
5241,inceleme
5295,"Kilidi açıldı, @1 mini fasulye ödülü kazandınız"
5296,Avatar çerçeve kilidi başarıyla açıldı
5297,Avatar çerçevesi başarıyla değiştirildi
5298,Bu avatar çerçevesi kullanılıyor.
5299,Bu avatar çerçevesine sahip değilsin
5300,Varsayılan avatar çerçevesi
5301,Google
5302,Google
5303,Google
5307,@Null@
5310,@Null@
5312,@Null@
5313,@Null@
5336,@Null@
5344,APP Store
5345,@Null@
5346,@Null@
5347,@Null@
5348,@Null@
5349,Steam
5402,@Null@
5410,@Null@
5411,@Null@
5993,@Null@
5994,@Null@
5995,@Null@
5996,@Null@
5997,@Null@
5998,@Null@
5999,@Null@
6000,"Meyveyi belirli sayıda açtıktan sonra çift binek ödülü alabilirsiniz!
 Küçük meyve = 1 kez, büyük meyve = 5 kez ve altın meyve = 10 kez."
6001,Şarj limiti satın alma
6002,Başlangıç alten meyve ödülü yok
6003,Evde hazine sandığı yok ve seviye yeterli değil.
6004,Ev hazine sandığı zaten talep edildi.
6005,Evdeki meyve sayısı yeterli değildir.
6006,Bahçe sokak satıcısıyok.
6007,Bahçe sokak satıcısının ürünleri yok.
6008,Sokak satıcısı eşya üst sınırına ulaşılmıştır.
6009,Mevcut ilerleme
6010,#RBonus çifte katlandı
6011,Ağaç (Kare)
6012,Ağaç (Oval)
6013,Dahili doğrulaması başarılı
6014,Çevrimiçi
6015,Bağlı IP hatası
6016,Yanlış cihaz numarası
6017,Sisteme giriş hatası
6018,Hesapta boşluk olamaz
6019,@Null@
6020,@Null@
6021,@Null@
6022,@Null@
6023,@Null@
6024,@Null@
6025,Arşiv
6026,Oyuncu henüz bir şey paylaşmadı
6027,Hat
6028,Renk seçimi
6029,Son kullanılan renkler
6030,Harita
6031,Benim
6032,Resmi
6033,Oyuncular
6034,Mevcut renk
6035,Kırmızı
6036,Pembe
6037,Eflatun
6038,Dilara
6039,Prusya mavisi
6040,Mavi
6041,Açık mavi
6042,Gök mavisi
6043,Camgöbeği
6044,Yeşil
6045,Çim yeşili
6046,Açık yeşil
6047,Sarı
6048,Turuncu sarı
6049,Turuncu
6050,Parlak kırmızı
6051,Kahve rengi
6052,Gri
6053,Siyah
6054,Beyaz
6055,Renk
6056,Renk numarası
6057,Harita paylaşımı
6058,Harita tanıtımı
6059,Yazarın kendini tanıtma özelliği yoktur.
6060,Yorum yok
6061,Seçilen yorumlar
6062,Yeni yorumlar
6063,Etkinlik
6064,Beceri
6065,(Harita Yöneticisi @CN)
6066,Çalışmalarım
6067,Abone
6068,Satın almalarım
6069,Yaratıcı'nın Evi
6070,Çalışmalarınızdaki son gelişmeleri görmek için tıklayın
6071,Abone olduğunuz yazarların durumunu kontrol edin
6072,Mini jetonla kilidini açtığınız haritaları kontrol edin
6073,Daha fazla kazanç sağlamak için resmi belgelendirme başvurusunda bulunun
6074,Görünüm
6075,Başlık girmek için buraya tıklayın
6076,İçerik girmek için buraya tıklayın
6077,Yazar
6078,Başlık 40 karakterden fazla olamaz
6079,İçerik 800 karakterden fazla olamaz
6080,PC sürümünde rengi kopyalamak için orta fare düğmesini tıklayın
6081,Küpü hedefleyin ve mobil sürümde rengi kopyalamak için komuta tıklayın.
6082,"İşte yazarın kendini tanıtması, düzenlemek için tıklayın"
6083,E-postayı Al
6084,E-posta onayı
6085,Şifre sıfırlama talep ediyorsun. Lütfen öncelikle e-posta adresinizi onaylayın.
6086,E-posta
6087,E-posta adresi doğru değil
6088,Bu e-posta herhangi bir UID ile bağlantılı değildir.
6089,Şifre yanlış
6090,PC sürümünde büyük oda
6091,"Bu haritanın açılması için en az @num kişi gerekiyor, belirlediğiniz kişi sayısı çok az"
6092,Bilgisayarınızın performansına göre oyuncu sayısını@num olarak ayarlamanızıöneririz.
6093,Ağ performansı test edilecek.
6094,Performans testi
6095,Perspektif özellikleri
6096,Arka görünüm (Üçüncü kişi bakış açısı)
6097,Yan görünüm
6098,Çeyrek görünüm
6099,Çapraz gösterge referansı
6100,Ekran merkezi
6101,Karakter yöne bakıyor
6102,Hareket limiti
6103,Sadece Sol-Sağ
6104,Sadece Yukarı-Aşağı
6105,Sadece UDLR
6106,Bütün Yönler
6107,Mod
6108,Karakteri takip et
6109,Serbest Mod
6110,Yönü göster
6111,Görüş açısı ve karakterler döndürülür
6112,Perspektif ve karakterler değişmez
6113,Görüş açısı dönmüyor karakterler dönüyor
6114,Görünüm döner (Karakter değil)
6115,Dönme limiti
6116,Takip işlemini izle
6117,Karakter hareket ile dönmez
6118,Karakter hareket ile döner
6119,Test görünümü
6120,Varsayılan
6121,Görünüm
6122,Hayatta kalma haritasında rastgele doğum noktaları
6123,Hayatta kalma haritasındaki rastgele doğum noktaları
6124,Rastgele doğum noktası(#c0aaa1aOn#n)
6125,Rastgele doğum noktası(#cef2d2dOff#n)
6126,(Hayatta kalma haritasında rastgele doğum noktası)
6127,(Hayatta kalma haritasında rastgele olmayan doğum noktası)
6128,Dünya ayarları
6129,Başlangıç ayarları
6130,Oyun hedefi
6131,Takım ayarları
6132,Ekran ayarı
6133,Harita zamanı
6134,Mevcut zaman
6135,Zamanı Kilitle
6136,Yerleştirme izni
6137,Kullanım izni
6138,Yıkım izni
6139,Hava
6140,Ayarlar
6141,Güneş ve Yağmur
6142,Güneşli
6143,Yağmurlu
6144,Canavar üretimi
6145,Canavar üretimi
6146,Hayvan oluşturma yapılıp yapılamayacağıdır
6147,Yer çekimi ayarı
6148,Çoklu yer çekimi
6149,Oyuncu Sınır
6150,Mevcut oyuncular
6151,Üye
6152,Başla
6153,İzin ver
6154,Oda sahibi açar
6155,Ulaşılan kişi sayısı
6156,araba çalıştırma
6157,Oyun zamanı
6158,Zaman Sınırı
6159,Mevcut zaman
6160,Kazanma koşulu
6161,En yüksek puana sahip takım kazanır
6162,Zaman tüm zaferi bitirir
6163,"Zamanın sonu, hepsi başarısız"
6164,Skor ayarları
6165,Oyuncuları öldürürken skor elde edilir
6166,Yaratıkları öldürürken skor elde edilir
6167,Yıldızları alırken skor elde edilir
6168,Hedef skor
6169,Ulaşılması Gereken Skor
6170,Mevcut skor
6171,Özel moddan çıktıktan sonra sıfırlanır
6172,Resetlenip resetlenmeyeceği
6173,Takım sayısı
6174,Mevcut miktar
6175,Saldırı Ayarları
6176,Takımlar arasında saldırı
6177,Oyunculara saldırı yasak
6178,Serbest saldırı
6179,Görünüm ayarları
6180,Ana görünüm
