id,德语
5177,@Null@
5178,@Null@
5179,@Null@
5180,@Null@
5181,@Null@
5182,@Null@
5183,@Null@
5184,@Null@
5185,@Null@
5186,@Null@
5187,@Null@
5188,@Null@
5189,@Null@
5190,@Null@
5191,@Null@
5192,@Null@
5193,@Null@
5194,@Null@
5195,@Null@
5196,@Null@
5197,@Null@
5198,@Null@
5199,@Null@
5200,@Null@
5201,QueryData
5202,Weiter zum Spiel
5203,(Gib deine E-Mail ein)
5204,@Null@
5205,@Null@
5206,@Null@
5207,@Null@
5208,@Null@
5209,@Null@
5210,@Null@
5211,@Null@
5212,@Null@
5213,@Null@
5214,@Null@
5215,@Null@
5216,@Null@
5217,@Null@
5218,@Null@
5219,@Null@
5220,@Null@
5221,@Null@
5222,@Null@
5223,@Null@
5224,vorherige Seite(←)
5225,(→)nächste Seite
5226,Du hast weniger als @1 Meter Abstand
5227,Du hast mehr als @1 Meter Abstand
5228,Seine/ihre Freunde haben das Limit erreicht
5229,Seine/ihre Anfragen haben das Limit erreicht
5230,@Null@
5231,@Null@
5232,@Null@
5233,@Null@
5234,@Null@
5235,@Null@
5236,Teilen
5237,Freischalten von Stützen sind von Gartenfrüchten aus zugänglich.
5238,Licht und Schatten
5239,Wasserspiegel
5240,Neu laden
5241,Ansehen
5295,Erfolgreich entsperrt. Du bekommst @1 Mini Bohnen Bonus
5296,Avatar-Frame erfolgreich entsperrt
5297,Avatar-Frame erfolgreich geändert
5298,Dieser Avatar-Frame ist bereits im Einsatz.
5299,Du musst dir zuerst diesen Avatar-Frame besorgen.
5300,Standard-Avatar-Frame
5301,Google
5302,Google
5303,Google
5307,@Null@
5310,@Null@
5312,@Null@
5313,@Null@
5336,@Null@
5344,APP Store
5345,@Null@
5346,@Null@
5347,@Null@
5348,@Null@
5349,Steam
5402,@Null@
5410,@Null@
5411,@Null@
5993,@Null@
5994,@Null@
5995,@Null@
5996,@Null@
5997,@Null@
5998,@Null@
5999,@Null@
6000,Reife kleine/große/goldene Früchte erhöhen 1/5/10 Fortschritt.
6001,Eingeschränkter Kauf
6002,Keine anfängliche Belohnung für goldene Früchte
6003,Keine Garten-Geschenkbox. Level nicht hoch genug.
6004,Garten-Geschenkbox wurde beansprucht.
6005,Mehr Früchte müssen gereift werden.
6006,Gartenstraßenverkäufer existiert nicht.
6007,Die Waren des Gartenstraßenverkäufers sind nicht vorhanden.
6008,Die Obergrenze der Ware des Lieferanten ist erreicht.
6009,Aktueller Fortschritt
6010,#RDer Bonus hat sich verdoppelt
6011,Baum(Quadrat)
6012,Baum(Oval)
6013,Internal network verification success
6014,Online
6015,Binding IP error
6016,Device num error
6017,Login error
6018,The account cannot have Spaces
6019,@Null@
6020,@Null@
6021,@Null@
6022,@Null@
6023,@Null@
6024,@Null@
6025,Archiv
6026,Dieser Spieler hat im Moment nichts geteilt
6027,Leitung
6028,Farbauswahl
6029,Zuletzt verwendete Farben
6030,Karte
6031,Ich
6032,Offiziell
6033,Spieler
6034,Aktuelle Farbe
6035,Rot
6036,Pink
6037,Magenta
6038,Violett
6039,Preußischblau
6040,Blau
6041,Hellblau
6042,Himmelblau
6043,Cyan
6044,Grün
6045,Grasgrün
6046,Hellgrün
6047,Gelb
6048,Orange-gelb
6049,Orange
6050,Zinnoberrot
6051,Braun
6052,Grau
6053,Schwarz
6054,Weiß
6055,Farbe
6056,Farbnummer
6057,Karten teilen
6058,Zusammenfassung
6059,Der Autor hat sich nicht vorgestellt
6060,Keine Kommentare
6061,Kommentare zur Auswahl
6062,Neue Kommentare
6063,Events
6064,Fähigkeit
6065,(Kartenadmin@CN)
6066,Meine Werke
6067,Meine Abonnements
6068,Meine Käufe
6069,Meine Geldbörse
6070,"Hier klicken, um die neuesten Arbeiten zu sehen"
6071,Den Status der abonnierten Autoren überprüfen
6072,"Die Karten, die mit Münzen freigeschaltet wurden, überprüfen"
6073,"Eine offizielle Zertifizierung beantragen, um mehr zu gewinnen"
6074,Anziehen
6075,"Hier klicken, um den Titel einzugeben"
6076,"Hier klicken, um den Inhalt einzugeben"
6077,Autor
6078,Der Titel darf nicht länger als 40 Zeichen sein
6079,Der Inhalt darf 800 Zeichen nicht überschreiten
6080,"Mit der mittleren Maustaste klicken, um die Farbe in der PC-Version zu kopieren"
6081,"Auf den Würfel zielen und dann auf die Eingabeaufforderung tippen, um die Farbe in der mobilen Version zu kopieren."
6082,"Hier klicken, um die Selbstvorstellung des Autors einzugeben."
6083,Passwort finden
6084,E-Mail-Verifizierung
6085,Du forderst einen Passwort-Reset an. Bitte prüfe zuerst deine E-Mail-Adresse.
6086,Email
6087,E-Mail-Adresse falsch
6088,Diese E-Mail ist nicht mit einer UID verknüpft.
6089,Captcha falsch
6090,Großer Raum in PC-Version
6091,"Mindestens @num Spieler sind erforderlich, um diese Karte zu öffnen. Bitte die Einstellungen ändern."
6092,"Wir empfehlen, die Anzahl der Spieler entsprechend der Leistung Ihres Computers auf @num zu setzen."
6093,Die Netzwerk-Leistung wird derzeit getestet.
6094,Leistungstest
6095,Ansichtsattribut
6096,Rückansicht (Third-Person-Perspektive)
6097,Seitenansicht
6098,Viertelansicht
6099,Fadenkreuz-Referenz
6100,Fadenkreuz in der Bildschirmmitte
6101,Zeichenflächenrichtung
6102,Bewegungslimit
6103,Nur Links&Rechts
6104,Nur Auf&Ab
6105,Nur UDLR
6106,Omni-Richtung
6107,Modus
6108,Charaktere folgen
6109,Freimodus
6110,Ansichtsrotation
6111,Beide
6112,Weder
6113,Charakter dreht sich (Ansicht nicht)
6114,Ansicht dreht sich (Charakter nicht)
6115,Rotationsgrenze
6116,Nachverfolgung verschieben
6117,Charakter dreht sich nicht mit Bewegungen
6118,Charakter dreht sich mit Bewegungen
6119,Testansicht
6120,Default
6121,Ansicht
6122,Zufällige Spawnpunkte in Überlebenskarten aktivieren
6123,Deaktivieren von zufälligen Spawnpunkten in Überlebenskarten
6124,Zufälliger Spawn-Punkt(#c0aaa1aOn#n)
6125,Zufälliger Spawn-Punkt(#cef2d2dOff#n)
6126,(Zufällige Spawn-Punkte in Überlebenskarten)
6127,(Nicht-zufällige Spawn-Punkte in Überlebenskarten)
6128,Welteinstellung
6129,Grundeinstellung
6130,Spielziel
6131,Team-Einstellung
6132,Display-Einstellung
6133,Kartenzeit
6134,Aktuelle Uhrzeit
6135,Sperrzeit
6136,Platzierungserlaubnis
6137,Nutzungserlaubnis
6138,Zerstörungserlaubnis
6139,Wetter
6140,Optionen
6141,Sonne&Regen Alternative
6142,Sonnig
6143,Regnerisch
6144,Monstergeneration
6145,Monstergeneration
6146,Ob Tiere erzeugt werden sollen oder nicht
6147,Gravitationseinstellung
6148,Gravitation mehrfach
6149,Teilnehmerlimit
6150,Aktuelle Spieler
6151,Mitglied
6152,Start
6153,Erlaubnis erteilen
6154,Gastgeber öffnet
6155,Es gibt genug Spieler.
6156,Automatisch öffnen
6157,Spielzeit
6158,Ob zeitlich befristet oder nicht
6159,Aktuelle Zeit
6160,Siegbedingung
6161,Score
6162,Team Sieg
6163,Team Niederlage
6164,Scoring-Einstellung
6165,Score beim Töten von Spielern
6166,Score beim Töten von Monstern
6167,Score beim Sammeln von Sternen
6168,Zielscore
6169,Ziel zu erreichen
6170,Aktueller Score
6171,Reset nach dem Beenden im Benutzerdefinierten Modus
6172,Ob zurückgesetzt werden soll oder nicht
6173,Anzahl der Teams
6174,Aktuelle Anzahl
6175,Angriffsmodus
6176,Angriffe zwischen Teams
6177,Angriffe auf Spieler verboten
6178,Freier Angriff
6179,Ansichtseinstellung
6180,Hauptansicht
6181,Rückansicht
6182,Frontansicht
6183,Viertelansicht sperren
6184,Benutzerdefinierte Ansicht sperren
6185,Ansichtssperre
6186,Kartendarstellung
6187,Verschiedene Teams sichtbar
6188,Verschiedene Teams unsichtbar
6189,Namensanzeige
6190,Für alle sichtbar
6191,Nur für das eigene Team sichtbar
6192,Nur für feindliche Teams sichtbar
6193,Für alle unsichtbar
6194,Fadenkreuz
6195,Display
6196,Score und Zeit
6197,Kampftipps aktivieren
6198,Hintergrundmusik
6199,Todessturz
6200,Normaler Sturz
6201,Rucksack leeren
6202,Items aufbewahren
6203,Leben begrenzen oder nicht
6204,Aktuelle Anzahl der Leben
6205,Wiederbelebungsintervall
6206,Wiederbelebungsschutz
6207,Spawn-Punkt-Regel
6208,Wiederbelebung an einem zufälligen Teampunkt
6209,Wiederbelebung am nächstgelegenen Teampunkt
6210,Wiederbelebungseinstellungen
6211,Mindestanzahl der Spieler
6212,Sonstig
6213,"Die Ansicht an einen beliebigen Ort verschieben. Drücke die Tilde-Taste ~, um zur Maus zu wechseln"
6214,"Auf die Schaltfläche  Zurück  klicken, um sie nach dem Test zu speichern. Die Tilde-Taste ~ drücken, um zur Maus zu wechseln"
6215,Bitte einen Freund vor dem Teilen hinzufügen
6216,Bearbeite deine Selbstvorstellung hier.
6217,Ungültiger Validierungscode
6218,Hineinzoomen
6219,Hineinzoomen
6220,Keiner
6221,Kriechen an der Decke
6222,Den Schatten des Sonnenlichts ausblenden
6223,Den Weg aus dem Sonnenlicht finden
6224,Schwimmfähig
6225,Den Weg aus dem Wasser finden
6226,Flug
6227,Kann die verschlossenen Türen passieren
6228,Sprung zum Kopf des Ziels
6229,Sprungangriff
6230,Ausweichrate
6231,Immun gegen Feuer
6232,Finde das Versteck
6233,Schaden unter der Sonne
6234,Haltet Kreaturen hoch
6235,Von Blöcken angezogen
6236,Nachtpirsch
6237,Stander-by
6238,Sollen wir tanzen?
6239,Geh runter!
6240,Reaktion auf Blöcke
6241,Laufen nach Schaden
6242,Immer schlafend
6243,Hau ab!
6244,Folge dem Essen
6245,Erstaunt
6246,Passiv
6247,Einzigartige Eigenschaft der Kreatur
6248,Kreatur auswählen
6249,Haltequote
6250,Blockauswahl
6251,Annäherungsrate
6252,Annäherungsgeschwindigkeit
6253,Stalkingrate
6254,Die Sicht versperren
6255,Folgegeschwindigkeit
6256,Essensauswahl
6257,Anziehungskraft
6258,Tanzbereich
6259,Anzahl der Begleitpersonen
6260,Tanzrate
6261,Tanzdauer
6262,Kreatur auswählen
6263,Trittfrequenz
6264,Trittkraft
6265,Blockauswahl
6266,Reaktionsrate
6267,Annäherungsgeschwindigkeit
6268,Suchbereich
6269,Zerstören oder Benutzen
6270,KP triggern
6271,Schlafrate
6272,Schlafdauer
6273,Kreatur auswählen
6274,Angriffsrate
6275,Folgegeschwindigkeit
6276,Essensauswahl
6277,Provoziert durch Bewegungen
6278,Suchbereich
6279,Zeiten
6280,Ja
6281,Nein
6282,Stück
6283,Sek
6284,Pause
6285,Benutzen
6286,"Es gibt eine #c0aaa1a%s#n Chance, dass es die #c0aaa1a%s#n in der Nähe aufnimmt"
6287,"Liebhaber von #c0aaa1a%s#n. Es gibt eine #c0aaa1a%s#n Chance, sich näher zu kommen."
6288,"Folgt dem Spieler, wenn er nachts über eine bestimmte Distanz getroffen wird"
6289,"Starrt Spieler an, die #c0aaa1a%s#n haben"
6290,"Wird tanzen, wenn die Anzahl seiner Angehörigen #c0aaa1a%s#n innerhalb eines Bereichs von #c0aaa1a%s#n überschreitet"
6291,Tritt #c0aaa1a%s#n weg in einer Chance von #c0aaa1a%s#n
6292,Wird #c0aaa1a%s#n #c0aaa1a%s#n innerhalb von #c0aaa1a%s#n in einer Chance von #c0aaa1a%s#n
6293,"Weglaufen, wenn KP niedriger ist als #c0aaa1a%s#n"
6294,Schlafen in einer Chance von #c0aaa1a%s#n
6295,Greift #c0aaa1a%s#n in einer Chance von #c0aaa1a%s#n an
6296,"Folgt dem Spieler, der #c0aaa1a%s#n hält"
6297,"Starrt Spieler an, die sich in einem Bereich von #c0aaa1a%s#n befinden"
6298,Fluchtgeschwindigkeit
6299,Die Anzahl der AI-Features sollte unter 20 liegen.
6300,Kreatur-Features
6301,Features
6302,Parametereinstellungen
6303,Dev Modus
6304,Geländecode
6305,Landform
6306,Typ
6307,Zufallsgenerierung bei fehlendem Code
6308,Normal-Modus
6309,Abenteuer-Modus
6310,Erstellungs-Modus
6311,Klassik
6312,Hardcore
6313,Zufall
6314,Riesig
6315,Flach
6316,Bitte Blöcke auswählen
6317,Bitte Kreaturen auswählen
6318,Bitte Speisen auswählen
6319,Speichern des Dateinamens
6320,Größeneinstellung
6321,Landform auswählen
6322,Landschaft auswählen
6323,Plugin auswählen
6324,Neue Features
6325,Pflanzenblöcke
6326,Funktionsblöcke
6327,Massiver Block
6328,Plugin-Paket
6329,Plugin-Auswahl
6330,Nach dem Tod des Spielers
6331,Lebensbeschränkung
6332,"Lade deine iOS-Freunde ein!
1 Lade deine Freunde ein, die iOS-Version herunterzuladen und trage deine UID in das untenstehende Feld für die UID des Einladers ein. Ihr werdet beide mit coolen Boni belohnt!2 Eine erfolgreiche Einladungsprämie setzt voraus, dass der eingeladene Benutzer #cfa7a0f innerhalb der nächsten 24 Stunden eine E-Mail mit seiner UID verlinkt. 3 Jeder neu registrierte Spieler kann nur die UID von EINEM Einlader eingeben."
6333,"Jeder Spieler hat nur ein Leben, stirbt aber im Hardcore-Modus tausend Tote. Bitte schätze dein Leben!"
6334,Abonnieren
6335,Abonniert
6336,Geländecode
6337,Klassik!
6338,Offizieller Server
6339,Du kannst diese Karte herunterladen und einen Raum öffnen.
6340,Kann maximal 6 Achterbahnen platzieren
6350,Du bist kein Neuling der iOS-Version
6351,Du hast eine falsche UID eingegeben
6352,Bitte gib die UID deines Freundes statt deiner ein
6353,"Die UID, die du eingegeben hast, ist @1, möchtest du sie übermitteln?"
6354,Anforderung erfolgreich versendet. Bitte den Bonus später einlösen
6355,"Tut mir leid, du bist kein Neuling"
6356,Du bist noch nicht mit einer E-Mail verlinkt
6357,Du hast diesen Bonus bereits eingelöst
6358,Du hast eine falsche UID eingegeben
6359,Der Server wird von ET entführt. Bitte später erneut versuchen
6360,Bitte in ein iOS Gerät einloggen
6361,Die von dir eingegebene UID wurde von anderen Spielern abgerufen
6362,Die von dir eingegebene UID wurde länger als 24 Stunden zurückgegeben
6363,"Du erfüllst nicht die Voraussetzungen, um zurückgerufen zu werden."
6364,"Bitte keine Farben auf Texte anwenden, Farbeffekte entfernen und erneut versenden"
6365,Kritischer Treffer
6366,Doppelter Treffer
6367,Dreifacher Treffer
6368,Mega Treffer
6369,Unaufhaltbar
6370,Dominierend
6371,Monster Treffer
6372,Randale
6373,Göttlich
6374,Heilige Scheiße
6375,"Geschosse blockieren, aber keine Spieler"
6376,Beschreibung
6377,Funktion
6378,Donner
6500,Handtreffer
6501,Beschreibung für Handtreffer
6502,Handgraben
6503,Beschreibung für Handgraben
6504,Bohrmaschine graben
6505,Beschreibung für Bohrmaschine graben
6506,In Brand gesetzt
6507,Beschreibung für In Brand gesetzt
6508,Pflug
6509,Beschreibung für Pflug
6510,Powertreffer
6511,Beschreibung für Powertreffer
6512,Hund beschwören
6513,Beschreibung für Hund beschwören
6514,Entzünden
6515,Beschreibung für Entzünden
6516,Mit Pfeil schießen
6517,Beschreibung für Mit Pfeil schießen
6518,Heilen
6519,Beschreibung für Heilen
6520,Teleport
6521,Beschreibung für Teleport
6522,Brot produzieren
6523,Beschreibung für Brot produzieren
6524,Kreaturen besiegen
6525,Beschreibung für Kreaturen besiegen
6526,Geringe Haltbarkeit
6527,Niedriger Hungerpunkt
6528,Nicht genug!
6529,@Null@
6530,@Null@
6531,@Null@
6532,@Null@
6533,@Null@
6534,@Null@
6535,@Null@
6536,@Null@
6537,@Null@
6538,@Null@
6539,@Null@
6540,@Null@
6541,@Null@
6542,@Null@
6543,@Null@
6544,@Null@
6545,@Null@
6546,@Null@
6547,@Null@
6548,@Null@
6549,@Null@
6550,@Null@
6551,Kreaturen
6552,Würfel
6553,Andere
6554,Facebook verbinden
6555,Facebook Account
6556,"Achtung:#r1.Wenn du dein Passwort oder deine UID vergessen hast, kannst du den Account mit Facebook wechseln#r2.Erlauben Sie nur, 1 UID auf 1 Facebook-Konto zu binden, bitte entschuldigen Sie, ob Sie anouther UID binden möchten"
6557,Facebook Account wechseln
6558,"1Stelle bitte sicher, dass du ein Passwort für die aktuelle UID festgelegt hast, bevor du weitermachst, sonst verlierst du dieses Konto!#r2Wenn dieser Facebook-Account, mit dem du dich einloggen willst, nicht mit einer UID verknüpft ist, bekommst du eine brandneue UID, mit der dein Facebook-Account automatisch verlinkt wird."
6559,FB Login
6560,UID/E-Mail
6561,Ungültige UID/E-Mail
6562,Facebook Login erfolgreich
6563,Facebook Login abgebrochen
6564,Facebook Login fehlgeschlagen
6565,Dieser Facebook-Account wird bereits verwendet
6566,Einloggen
6567,@Null@
6568,Die Initialisierung ist fehlgeschlagen. Bitte überprüfen Sie Ihren Netzzustand und die Google Play-Zahlungseinstellungen
6569,Der Ladevorgang ist fehlgeschlagen. Bitte überprüfen Sie Ihre Google Play-Zahlungseinstellungen
6570,Netzwerk
6571,Haustier
6572,Erweiterter Modus
6573,Viel Spaß beim Erkunden von MiniWorld!
6574,Du hast nur eine Chance für extreme Herausforderungen!
6575,Gestalte deine eigene Welt
6576,"Zufällige Welt, neue Erfahrungen für jede einzelne Welt"
6577,"Grenzenlose flache Welt, grenzenlose Landschaften"
6578,Plugin
6579,Geladen
6580,Fortgeschrittene Physik
6581,Titel für fortgeschrittene Physik
6582,Erweiterte Physik-Beschreibung
6583,Erweiterte Physikeinstellung
6584,"Die maximale Anzahl an Blöcken, Kreaturen und Gegenständen beträgt 300 pro Karte"
6585,Sensorblock
6586,Physik-Auslöserblock
6587,Kartenstabilität
6588,Zu viele Gegenstände mit physischen Eigenschaften können zu Verzögerungen führen. (Kann die Anzeige in den Einstellungen deaktivieren)
6599,"Fehler beim Löschen, Elemente verwenden diese Textur"
6600,Equip Bibliothek
6975,Buchmachenstisch
6976,Buchszerlegung
6977,Buchzerstörung
6978,Wähle Buch und legen es darunten 
6979,"Klicke Buch, um es zu zerlegen."
6980,Buchmachen
6981,Buchinfo
6982,@Null@
6983,@Null@
6984,@1s Log
6985,@Null@
6986,Name
6987,Redakteur
6988,Übersicht
6989,Aussehen
6990,Buchherstellung
6991,Zusammenfügen
6992,Briefpapier auswählen.Lege in der Reihenfolge von links nach rechts.
6993,Löschen Sie die Briefpapiere auf der Buchzerstörungseite
6994,Wähle Buch und lege es in rechten Rahmen
6995,Kein Platz im Rucksack oder Schnellzugriffsleiste
6996,Lege hergestelltes Buch im Rucksack.
6997,Geben Sie den Buchtitel und Redakteurinfo ein.
6998,Geben Sie die Redakteurinfo in die Buchinfo ein.
6999,Geben Sie die Redakteurinfo in die Buchinfo ein.
7000,Setzen Sie mehr als 2 Briefpapiere auf der Synthetisierenseite
7001,@Null@
7002,@Null@
7300,Zurück
7301,"Dein Inventar ist voll, bitte bereinige die Belohnung."
7302,Stornieren
7303,Bereite dich auf
7304,"Ihr Inventar ist voll, ein Teil der Belohnung wird per Post an Sie gesendet"
7305,Alle
7306,Funktion
7307,Teile
7308,Extrahierbar
7309,Bestandskapazität
7310,"Max mounts, bitte warten Sie auf das neue Update"
7311,"Max Zeichen, bitte warten Sie auf das neue Update"
7312,"Max Dressups, bitte warten Sie auf das neue Update"
7313,"Max-Sammlungen, bitte warten Sie auf das neue Update"
7314,Succeed zurückzufordern
7315,In Konto hinzugefügt
7316,Rückforderung von Einkommen
7317,Folgende Gegenstände werden zurückgenommen (Nur entsperrte Gegenstände)
7318,Dein Inventar ist voll
7319,"Dein Inventar ist voll, die Extra-Belohnung wird dir per Post zugeschickt, bitte löse es nach dem Aufräumen deines Inventars ein"
7320,"Dein Inventar ist voll, bitte säubere es."
7321,Verbindung zum Server fehlgeschlagen.
7322,"Fehler beim Abrufen der Kartenliste, bitte überprüfen Sie die Verbindung"
7323,Fehler beim Abrufen der Galerie-Informationen
7324,Verifizierungs-Schlüssel
7325,"Ihr Bestätigungscode lautet :@1,Bestätigungscode gültig innerhalb von 5 Minuten."
7500,Einstellungen aufzeichnen
7501,"Sie sind nicht der Karten-Host, die Aufzeichnungsfunktion ist deaktiviert"
7502,"Record-Archiv voll, bitte zuerst aufräumen"
7503,Gespeichert speichern
7504,"Archiv voll aufzeichnen, Aufzeichnungsfunktion deaktiviert"
7505,"Der Datenspeicher ist voll, die Aufzeichnungsfunktion ist deaktiviert"
7506,Datenspeicher weniger als 50 MB
7507,Die verbleibende Aufnahmezeit beträgt weniger als 1 Minute
7508,"Archiv vollständig aufzeichnen, Datensatz gespeichert"
7509,Überprüfung spielen
7510,Spielgeschwindigkeit
7511,"Die Kameraeinstellung wurde nicht gespeichert. Sie verlieren die Einstellung, wenn Sie geschlossen sind. Sind Sie sicher, dass Sie fortfahren?"
7512,"Die Untertiteleinstellung wurde nicht gespeichert. Sie verlieren die Einstellung, wenn Sie geschlossen sind. Sind Sie sicher, dass Sie fortfahren?"
7513,"Die Musikeinstellung wurde nicht gespeichert. Sie verlieren die Einstellung, wenn Sie geschlossen sind. Sind Sie sicher, dass Sie fortfahren?"
7514,Meine Videos
7515,Heruntergeladene Datensätze
7516,Alle Archive
7517,Datensatz bearbeiten
7518,Spielen Sie auf
7520,abspielen
7521,Pause
7522,Datensatz beginnt
7523,"Bist du sicher, die Aufzeichnung zu stoppen und zu speichern? #r(Aufnahme speichern im Aufzeichnungsarchiv)"
7524,Kameraeinstellungen gespeichert
7525,Kameraeinstellungen bearbeiten
7526,Verknüpfte Kameras
7527,"Bitte nehmen Sie die Kameraeinstellungen vor, bevor Sie die Kameraeinstellungen bearbeiten"
7528,Richtung
7529,Startzeit
7530,"Bitte fügen Sie Untertitel hinzu, bevor Sie die Kameraeinstellungen konfigurieren"
7531,"Bitte fügen Sie die Musik hinzu, bevor Sie die Kameraeinstellungen konfigurieren"
7532,@Null@
7533,"Löschen Kamera löscht alle Einstellungen dieser Kamera, sind Sie sicher zu löschen?"
7534,Datensatz beginnt
7535,"Datensatz endet, erfolgreich gespeichert"
7536,"Bist du sicher, den Datensatz zu beenden?"
7537,Die Record Archive-Funktion ist vorerst geschlossen
7538,Die Archivfunktion ist geöffnet
7539,@Null@
7540,Untertitel bearbeiten
7541,Text
7542,Schriftgröße
7543,Grad
7544,Oben Mitte ausrichten
7545,Zentrum ausrichten
7546,Unten ausrichten
7547,Groß
7548,Mitte
7549,Klein
7550,Zu
7551,"Bist du sicher, dass du diesen Untertitel löschst?"
7552,Musik bearbeiten
7553,Musik
7554,Wiederholen
7555,Möchten Sie die Vorschau wirklich beenden?
7556,Wählen Sie Musik
7557,Bitte wählen Sie die Musik unten aus
7558,"Bist du sicher, diese Musik zu löschen?"
7559,Vorschau abspielen
7560,"Die Vorschau endet, möchtest du die Wiedergabe wiederholen?"
7561,"Falsche Texteingabe, bitte versuchen Sie es erneut"
7562,Ansichts Karte
7563,Rekord Schöpfer
