id,西班牙语
5210,@Null@
5211,@Null@
5212,@Null@
5213,@Null@
5214,@Null@
5215,@Null@
5216,@Null@
5217,@Null@
5218,@Null@
5219,@Null@
5220,@Null@
5221,@Null@
5222,@Null@
5223,@Null@
5224,página anterior(←)
5225,(→)página siguiente
5226,Estás a menos de @1 metros.
5227,Estás a más de @1 metros.
5228,Sus amigos han alcanzado el límite.
5229,Sus solicitudes han alcanzado el límite.
5230,@Null@
5231,@Null@
5232,@Null@
5233,@Null@
5234,@Null@
5235,@Null@
5236,Mostrar
5237,Los accesorios desbloqueables se pueden conseguir en las frutas del jardín.
5238,Sombra
5239,Reflexión
5240,recargar
5241,Ver
5295,Desbloqueado. Usted ganó @1 Mini Frijoles
5296,Desbloquear el marco el éxito de avatar
5297,La Caja de cambio con éxito.
5298,Ya en el marco de este avatar.
5299,No te lo has ganado esta foto de marco
5300,Cuadro de avatar Defecto
5301,Google
5302,Google
5303,Google
5307,@Null@
5310,@Null@
5312,@Null@
5313,@Null@
5336,@Null@
5344,APP Store
5345,@Null@
5346,@Null@
5347,@Null@
5348,@Null@
5349,Steam
5402,@Null@
5410,@Null@
5411,@Null@
5993,@Null@
5994,@Null@
5995,@Null@
5996,@Null@
5997,@Null@
5998,@Null@
5999,@Null@
6000,Madurar frutas pequeñas/grandes/doradas aumenta en 1/5/10 el progreso.
6001,Compra restringida.
6002,No hay recompensa inicial de fruta dorada.
6003,No hay caja de regalos del jardín. El nivel no es lo bastante alto.
6004,La caja de regalos del jardín ha sido reclamada.
6005,Hay que madurar más frutas.
6006,El vendedor ambulante del jardín no existe.
6007,Los productos del vendedor ambulante del jardín no existen.
6008,Se ha alcanzado el límite máximo de los productos del vendedor ambulante.
6009,Progreso actual
6010,#REl bono se ha duplicado
6011,Árbol (cuadrado)
6012,Árbol (ovalado)
6013,Éxito en la verificación de red interna
6014,Online
6015,Binding IP error
6016,Device num error
6017,Login error
6018,The account cannot have Spaces
6019,@Null@
6020,@Null@
6021,@Null@
6022,@Null@
6023,@Null@
6024,@Null@
6025,Archivo
6026,Este jugador no ha compartido nada de momento.
6027,@Null@
6028,Selección de color
6029,Colores usados recientemente
6030,Mapa
6031,Yo
6032,Oficial
6033,Jugadores
6034,Color actual
6035,Rojo
6036,Rosa
6037,Magenta
6038,Violeta
6039,Azul de Prusia
6040,Azul
6041,Azul claro
6042,Azul celeste
6043,Cian
6044,Verde
6045,Verde hierba
6046,Verde claro
6047,Amarillo
6048,Amarillo anaranjado
6049,Naranja
6050,Bermellón
6051,Marrón
6052,Gris
6053,Negro
6054,Blanco
6055,Color
6056,Número de color
6057,Compartir
6058,Resumen
6059,El autor no se ha presentado.
6060,Sin comentarios
6061,Comentarios de elección
6062,Comentarios nuevos
6063,Eventos
6064,Habilidad
6065,(Administrador de Mapa@CN)
6066,Mis trabajos
6067,Mis suscripciones
6068,Mis compras
6069,Mi cartera
6070,Haz clic aquí para ver tus trabajos más recientes.
6071,Comprueba el estado de los autores a los que te has suscrito.
6072,Comprueba los Mapas que desbloqueaste con monedas.
6073,Solicita una certificación oficial para ganar más.
6074,Piel
6075,Haga clic en el título de la entrada
6076,La entrada de contenido haga clic
6077,El autor
6078,El título de un máximo de 40 caracteres
6079,Contenido máximo de 800 caracteres
6080,En la versión de la computadora haga clic en el botón del ratón y humo de color
6081,La versión móvil de avistamiento de humo de color te?ido de bloques pulse en la pista
6082,"Aquí es el autor de la introducción, haga clic en editar"
6083,¿Olvidado?
6084,Verificación de Email
6085,"Está solicitando un restablecimiento de contraseña. Por favor, valide su dirección de correo electrónico primero."
6086,Email
6087,Dirección de E-Mail incorrecta
6088,Este correo electrónico no está vinculado a ningún UID.
6089,Código incorrecto
6090,La gran sala la versión de la computadora
6091,"Al menos @num jugadores están obligados a comenzar este Mapa. Por favor, modifique la configuración."
6092,Le recomendamos que configure la cantidad de reproductores en @num de acuerdo con el rendimiento de su computadora.
6093,Prueba del rendimiento de la red
6094,Prueba de rendimiento
6095,Ver atributo
6096,Vista posterior (punto de vista de tercera persona)
6097,Vista 2D
6098,Vista desde arriba
6099,Cruz
6100,Centrar
6101,TPS
6102,Mover
6103,Izquierda y derecha solamente
6104,Arriba y abajo solamente
6105,UDLR solamente
6106,Todo en dirección
6107,Modo
6108,Seguir personaje
6109,Modo libre
6110,Ver rotación
6111,Ambos
6112,Ninguno
6113,Giros de personaje (vista fija)
6114,La vista gira (carácter fijo)
6115,Límite de rotación
6116,Mover seguimiento
6117,El personaje no gira con movimientos
6118,Personaje gira con movimientos
6119,Vista de prueba
6120,Predeterminado
6121,Visión
6122,Abrir el Mapa de Superv. al punto de partida
6123,Cerrar el Mapa de Superv. al punto de partida
6124,Al punto de nacimiento (#c0aaa1a abrir #n)
6125,Al punto de nacimiento (#cef2d2d cierra #n)
6126,(Mapa de Superv. al punto de partida)
6127,(Mapa de Superv. no nació al azar)
6128,Mundo
6129,Ajuste inicial
6130,Meta
6131,Equipo
6132,Pantalla
6133,Hora del Mapa
6134,Tiempo actual
6135,Temporizador fijo
6136,Permiso de ubicación
6137,Permiso de uso
6138,Permiso de destrucción
6139,Clima
6140,Opciones
6141,Lluvia soleada
6142,Soleado
6143,Lluvioso
6144,Monstruo engendro
6145,Monstruo engendro
6146,Los animales engendran
6147,Ajuste de gravedad
6148,Multiplicador de gravedad
6149,Límite de jugador
6150,Los jugadores actuales
6151,Jugador
6152,Comenzar
6153,Dar permiso
6154,Jefe lo inicia
6155,Llegan sufic. miembros 
6156,Automático
6157,Tiempo de juego
6158,Tiempo limitado
6159,Tiempo de sesión
6160,Condición ganadora
6161,Puntuación
6162,Victoria del equipo
6163,Derrota del equipo
6164,Configuración de puntuación
6165,Puntuación al derrotar al jugador
6166,Puntuación al derrotar monstruo
6167,Puntuación en recoger estrellas
6168,Meta
6169,Alcanzar puntaje para ganar
6170,Requisito de puntuación
6171,Restablecer al salir del juego
6172,Reiniciar
6173,Cantidad de equipos
6174,Actual número
6175,Modo Asalto
6176,Equipo de batalla
6177,Sin fuego amistoso
6178,Fuego amistoso apagado
6179,Config. de Vista
6180,Cámara predeterminada
6181,Camara trasera
6182,Cámara frontal
6183,Cámara fija
6184,Cámara personalizada
6185,Bloqueo de la cámara
6186,Visualización del mapa
6187,Visible a Otro Grupo
6188,Invisible a Otro Grupo
6189,Visualización del nombre
6190,Visible para todos
6191,Visible al Propio Equipo
6192,Visible al Enemigo
6193,Invisible para todos
6194,Cruz
6195,Monitor
6196,Puntuación y tiempo
6197,Habilitar consejos de batalla
6198,Música de fondo
6199,Penalización de derrota
6200,Caída
6201,Mochila vacía
6202,Mantener objetos
6203,Limitar vidas
6204,Número actual de vidas
6205,Intervalo de reanimación
6206,Protección Revival
6207,Punto de Iniciación
6208,Punto aleatorio
6209,Punto cercano del equipo
6210,Config. de Renacimiento
6211,Núm. Mín de jugadores
6212,Otros 
6213,Mueva la vista a la ubicación deseada. Presiona la tecla tilde ~ para cambiar al mouse
6214,Haga clic en el botón de retorno para guardarlo después de la prueba. Presiona la tecla tilde ~ para cambiar al mouse
6215,Agrega al menos 1 amigo antes de compartir
6216,Edita tu introducción aquí.
6217,Código inválido
6218,Más Zoom
6219,Más Zoom
6220,Ninguna
6221,Rastrear en el techo
6222,"Buscar sombra, evitar la luz del sol"
6223,Evita la luz
6224,Puede nadar
6225,Evita el agua
6226,Vuelo
6227,Puede pasar las puertas cerradas
6228,Salta en la cabeza del objetivo
6229,Ataque de salto
6230,evitar la posibilidad de ataque
6231,Inmune al fuego
6232,Encuentra lugares escondidos
6233,Recibir daño bajo el sol
6234,Mantenga criaturas arriba
6235,Atraído por los bloques
6236,Acecho nocturno
6237,Spectate
6238,¿Bailamos?
6239,¡Vete!
6240,Reaccionar a los bloques
6241,Puede escapar
6242,Como dormir
6243,¡Batirlo!
6244,Seguir comida
6245,Mirarte
6246,Ataque pasivo
6247,Característica de criatura única
6248,Criatura seleccionada
6249,Tasa de espera
6250,Seleccionar bloque
6251,Tasa de aproximación
6252,Velocidad de aproximación
6253,Tasa de acecho
6254,Bloquear la vista
6255,La velocidad siguiente
6256,Selección de alimentos
6257,Atracción de rango
6258,Rango de baile
6259,Número de la fiesta
6260,Intervalo de baile
6261,Duración de la danza
6262,Creature select
6263,Tasa de patada
6264,Fuerza de retroceso
6265,Seleccionar bloque
6266,Tasa de reacción
6267,Velocidad de aproximación
6268,Rango de búsqueda
6269,Destruir/uso
6270,Disparador HP
6271,Dormir
6272,Tiempo de sueño
6273,Criatura seleccionada
6274,Tasa de ataque
6275,La velocidad siguiente
6276,Selección de alimentos
6277,Provocado por movimientos
6278,Rango de búsqueda
6279,Veces
6280,Sí
6281,No
6282,Pieza
6283,Segundo.
6284,Descanso
6285,Utilizar
6286,Hay una probabilidad #c0aaa1a%s#n de que retome el #c0aaa1a%s#n cercano
6287,Como #c0aaa1a%s#n. Posibilidad de acercarse: #c0aaa1a%s#n
6288,Acechará al jugador por la noche a cierta distancia
6289,Mirará a los jugadores que tengan un #c0aaa1a%s#n
6290,Bailará si el número de sus familiares excede el #c0aaa1a%s #n dentro de un rango de #c0aaa1a%s#n
6291,Patada #c0aaa1a%s#n de distancia. Probabilidad de disparo: #c0aaa1a%s#n
6292,"#c0aaa1a%s#nchance, entre #c0aaa1a%s#n#c0aaa1a%s#n de #c0aaa1a%s#n"
6293,Huir cuando HP es menor que #c0aaa1a%s#n
6294,Frecuencia de disparo del sueño #c0aaa1a%s#n
6295,Atacar #c0aaa1a%s#ntaxa desencadenar: #c0aaa1a%s#n
6296,Seguirá al jugador que está sosteniendo #c0aaa1a%s#n
6297,Mirará a los jugadores en un área de #c0aaa1a%s#n
6298,Huyendo de la velocidad
6299,La cantidad de funciones de IA no puede exceder 20.
6300,Características de la criatura
6301,Caracteristicas
6302,Configuración de parámetros
6303,Modo Desarrollar
6304,Cód. Terreno
6305,Tierra
6306,Tipo
6307,Se generará al azar si falta el código
6308,Modo Normal
6309,Modo de aventura
6310,Modo de creación
6311,Clásico
6312,Extremo
6313,Aleatorio
6314,Grande
6315,Plano
6316,Por favor seleccione bloques
6317,Elegir
6318,Por favor selecciona alimentos
6319,Nombre Archivo
6320,Config Tamaño
6321,Elegir Tierra
6322,Elegir Paisaje
6323,Elegir Plugins
6324,Nuevas características
6325,Bloques de plantas
6326,Bloques funcionales
6327,Bloque sólido
6328,Plugins
6329,Seleccione Plugin
6330,Después de la muerte de jugador
6331,Restriccón de Vida
6332,"Invita amigos de iOS!
1 Invita a tus amigos a descargar la versión iOS e ingresa tu UID en el campo UID del Invitado más abajo. ?Ambos pueden recibir una recompensa! 2 Una invitación exitosa requiere que el amigo invitado debe #cfa7a0fincluir el correo electrónico a su UID dentro de las 24 horas #n. 3 Cada nuevo jugador que se registre solo puede ingresar UN UID"
6333,Cada jugador tiene solo una vida en el modo Hardcore extremo peligroso. ¡Por favor tenga cuidado!
6334,Suscribirse
6335,Suscrito
6336,Código de terreno
6337,Clásico
6338,En la sala de servidores
6339,Puedes descargar este mapa y comenzar una habitación
6340,No se pueden colocar más de 6 montañas rusas
6350,No eres un nuevo jugador de iOS
6351,Has ingresado un UID incorrecto
6352,Ingrese el UID de su amigo en lugar del suyo
6353,"El UID que ingresó es @1, ¿desea enviar?"
6354,Solicitud enviada con éxito. Canjea el bono más tarde
6355,"Lo siento, no eres un nuevo jugador"
6356,Aún no has vinculado ningún correo electrónico
6357,Ya has canjeado esta bonificación
6358,Has ingresado un UID incorrecto
6359,"El servidor es secuestrado por ET. Por favor, inténtelo de nuevo más tarde"
6360,Inicia sesión en un dispositivo con iOS
6361,El UID que ingresaste ha sido retirado por otros jugadores
6362,El UID que ingresó ha regresado por más de 24 horas
6363,No cumple con los requisitos de ser llamado.
6364,"Por favor, no aplique colores a los textos, elimine los efectos de color y puede enviar de nuevo"
6365,Golpe crítico
6366,Doble golpe
6367,Triple strike
6368,Mega strike
6369,Imparable
6370,Dominando
6371,Golpe de monstruo
6372,Rampage
6373,Godlike
6374,Legendario
6375,Block Projectiles pero no jugadores
6376,Descripción
6377,Función
6378,Trueno
6500,Cuerpo a Cuerpo
6501,Cuerpo a Cuerpo Descripción
6502,Excavación manual
6503,Descripción Cavar (manos)
6504,Taladro
6505,Descripción para Dig taladro
6506,Incendiar
6507,Descripción para prendió fuego
6508,Arado
6509,Descripción para Plough
6510,Potente golpe
6511,Descripción para golpe potente
6512,Convocar perro
6513,Descripción para Invocar Perro
6514,Encender
6515,Descripción de la luz hasta
6516,Dispara con flecha
6517,Descripción para Disparar con flecha
6518,Sanar
6519,Descripción para curar
6520,Teleport
6521,Descripción de Teleport
6522,Producir pan
6523,Descripción de pan Produce
6524,Derribar criaturas
6525,Descripción para acabar con las criaturas
6526,Baja durabilidad
6527,Bajo Punto de Hambre
6528,No es suficiente!
6529,@Null@
6530,@Null@
6531,@Null@
6532,@Null@
6533,@Null@
6534,@Null@
6535,@Null@
6536,@Null@
6537,@Null@
6538,@Null@
6539,@Null@
6540,@Null@
6541,@Null@
6542,@Null@
6543,@Null@
6544,@Null@
6545,@Null@
6546,@Null@
6547,@Null@
6548,@Null@
6549,@Null@
6550,@Null@
6551,Criaturas
6552,Cubos
6553,Otros
6554,Enlazar cuenta FaceBook
6555,Cuenta FaceBook
6556,"Atención: #r1.Cuando olvida su contraseña o uid, puede cambiar de cuenta con la cuenta de FaceBook #r2.Una cuenta de Facebook solo puede asociarse con un UID. Si desea enlazar a otro UID, primero debe desvincular el UID actual."
6557,Cambiar la cuenta de FaceBook
6558,"#rSi desea guardar el uid actual, asegúrese de haber configurado una contraseña, o vincularlo a un email #r2Si la cuenta de FaceBook con la que va a iniciar sesión no se ha vinculado a un uid, obtendrá un nuevo uid y se vinculará automáticamente."
6559,FB login
6560,UID/E-mail
6561,UID /correo electrónico no válido
6562,Inicio de sesión de FaceBook tiene éxito
6563,Inicio de sesión de FaceBook cancelado
6564,Error de inicio de sesión de FaceBook
6565,Esta cuenta de FaceBook ha sido vinculada
6566,Login
6567,@Null@
6568,"Inicialización falló, compruebe la condición de su Internet y la configuración de pago de Google Play"
6569,"Recarga falló, compruebe su configuración de pago de Google Play"
6570,Red
6571,Pet
6572,Modo avanzado
6573,¡Diviértete explorando el Mini Mundo!
6574,¡Tienes solo una oportunidad para un cambio radical!
6575,Crea tu propio mundo
6576,"Mundo aleatorio, nueva experiencia para cada mundo"
6577,"Mundo plano sin límites, configuración de tierra ilimitada"
6578,Selección
6579,Plugins
6580,Física Avanzada
6581,Título de Física Avanzada
6582,Descripción de Física Avanzada
6583,Configuración de Física Avanzada
6584,Máximos plugins para cargar: 300 para cada mapa
6585,Cubo Sensor
6586,Bloque desencadenante 
6587,Estabilidad
6588,Demasiados ítems con características físicas pueden causar lag (Puede desactivar la visualización en configuración)
6599,No se puede borrar porque la textura está ocupada
6600,Bibli. de Equip.
6975,Mesa de Trabajo Libro
6976,Deshacer
6977,Descomponer Libro
6978,Colocar un libro elegido en esta caja
6979,Clic en Deshacer para descomponer
6980,Hacer
6981,Info. de Libro
6982,@Null@
6983,@Null@
6984,Libro de @1
6985,@Null@
6986,Nombre
6987,Autor
6988,Intro.
6989,Portada
6990,Elaborar Libro
6991,Empezar
6992,Elige el papel. Pónlos de la izquierda a la derecha
6993,Limpiar los papeles en la caja de Deshacer
6994,Seleccionar un libro y ponerlo en la caja a la derecha.
6995,No espacio disponible en la mochila o ranura
6996,Colocar el libro elaborado en la última vez en tu mochila
6997,Introducir el nombre y la inform. del autor en la Inform. del Libro
6998,Introducir la inform. del autor en la Inform. del Libro
6999,Introducir el nombre del libro en la Inform. del Libro
7000,Introducir más de 2 papeles para elaborar el libro
7001,@Null@
7002,@Null@
7300,Volver al Juego
7301,Inventario lleno. Vaciarlo antes de recibir
7302,Cancelar
7303,Va a limpiar
7304,"Inventario está lleno, algunas recompensas serán enviadas vía e-mail"
7305,Todos
7306,Función
7307,Fragmento
7308,Extraíble
7309,Capacidad del Inventario
7310,"Montería max, espere a la nueva actualización"
7311,Ha alcanzado el número máximo de caracteres. Espera la nueva actualización
7312,Usted ha alcanzado el número máximo de skins. Espere la actualización.
7313,"Colecciones max, por favor espere a la nueva actualización"
7314,Éxito para recuperar
7315,Añadido en la cuenta
7316,Recuperando Ingresos
7317,Elementos siguientes se recuperarán (sólo los desbloqueados)
7318,Inventario lleno
7319,"Su inventario está lleno, la recompensa extra será enviada a usted vía e-mail, por favor, rescate la recompensa después de limpiar su inventario"
7320,Inventario está lleno. límpielo
7321,Error al conectar con el servidor.
7322,"Error al obtener la lista de mapas, compruebe la conexión"
7323,Falló en obtener la información
7324,Código Verificación
7325,"Su código verificación es:@1,Código de verificación válido dentro de los 5 minutos."
7500,Ajustes de grabación
7501,"No es el host del mapa, la función de grabación está desactivada"
7502,"Archivo de grabación lleno, por favor limpie primero"
7503,Grabación guardada
7504,"Archivo de registro completo, función de escritura desactivada"
7505,"El almacenamiento de datos está lleno, la función de grabación está desactivada"
7506,Almacenamiento de datos inferior a 50MB
7507,"
El tiempo de grabación restante es inferior a 1 minuto "
7508,"Archivo de grabación completa, registro guardado"
7509,Activación de la revisión
7510,Activar la velocidad
7511,"La configuración de la cámara no se guardó, perderá la configuración si se cierra, ¿está seguro de continuar?"
7512,"La configuración de subtítulos no se guardó, perderá la configuración si se cierra, ¿está seguro de continuar?"
7513,"La configuración de música no se guarda, perderá la configuración si está cerca, ¿está seguro de continuar?"
7514,Mis vídeos
7515,Descarga de Grabación
7516,Todo
7517,Editar Grabación
7518,Activar la grabación
7520,Activar
7521,Pausar
7522,Comenzar la grabación
